invoice_id,subscription_id,invoice_date,amount,payment_status
6746,716,2024-05-19,29.0,paid
6747,716,06/19/2024,29.0,paid
6748,716,2024-07-19,29.0,paid
6749,716,2024-08-19,29.0,paid
6750,716,2024-09-19,29.0,paid
6751,716,2024-10-19,29.0,paid
6752,716,19-Nov-2024,29.0,failed
6753,716,2024-12-19,29.0,paid
6754,716,01/19/2025,29.0,paid
6755,716,2025-02-19,29.0,failed
6756,716,2025-03-19,29.0,paid
6757,716,2025-04-19,29.0,paid
6758,716,19/05/2025,$29.00,paid
6759,716,2025-06-19,29.0,paid
6760,716,2025-07-19,29.0,paid
6761,716,2025-08-19,29.0,paid
6762,716,19/09/2025,29.0,paid
6763,716,10/19/2025,29.0,paid
6764,716,2025-11-19,29.0,paid
6765,716,19-Dec-2025,29.0,failed
6766,717,2023-12-26,29.0,paid
6767,717,01/26/2024,29.0,paid
6768,717,2024-02-26,29.0,paid
6769,717,03/26/2024,$29.00,paid
6770,717,26-Apr-2024,29.0,paid
6771,718,2024-07-13,79.0,paid
6772,718,2024-08-13,79.0,paid
6773,718,2024-09-13,79.0,paid
6774,718,2024-10-13,79.0,paid
6775,718,13/11/2024,79.0,paid
6776,718,12/13/2024,79.0,paid
6777,718,13-Jan-2025,79.0,paid
6778,718,13/02/2025,79.0,paid
6779,718,2025-03-13,79.0,paid
6780,718,2025-04-13,79.0,paid
6781,718,05/13/2025,79.0,paid
6782,718,2025-06-13,79.0,paid
6783,718,13/07/2025,79.0,paid
6784,718,2025-08-13,79.0,paid
6785,718,2025-09-13,79.0,paid
6786,718,13/10/2025,79.0,paid
6787,718,2025-11-13,79.0,paid
6788,718,12/13/2025,79.0,paid
6789,719,10/06/2023,29.0,paid
6790,719,06/11/2023,29.0,paid
6791,719,2023-12-06,29.0,paid
6792,719,2024-01-06,29.0,paid
6793,719,02/06/2024,29.0,paid
6794,719,06/03/2024,29.0,paid
6795,719,2024-04-06,29.0,paid
6796,719,2024-05-06,29.0,paid
6797,719,2024-06-06,29.0,paid
6798,719,2024-07-06,29.0,paid
6799,719,06/08/2024,29.0,paid
6800,719,2024-09-06,29.0,paid
6801,719,2024-10-06,0.29,paid
6802,719,2024-11-06,29.0,paid
6803,719,2024-12-06,29.0,paid
6804,719,2025-01-06,29.0,paid
6805,719,02/06/2025,29.0,paid
6806,719,2025-03-06,29.0,paid
6807,719,06-Apr-2025,29.0,paid
6808,719,2025-05-06,29.0,paid
6809,719,2025-06-06,29.0,paid
6810,719,2025-07-06,29.0,paid
6811,719,06/08/2025,29.0,paid
6812,719,2025-09-06,29.0,paid
6813,719,2025-10-06,29.0,paid
6814,719,2025-11-06,29.0,paid
6815,719,2025-12-06,29.0,paid
6816,720,2023-04-25,199.0,paid
6817,720,25/05/2023,19900.0,paid
6818,720,25-Jun-2023,199.0,paid
6819,720,2023-07-25,199.0,paid
6820,720,2023-08-25,199.0,paid
6821,720,25/09/2023,199.0,paid
6822,720,25/10/2023,199.0,paid
6823,720,11/25/2023,199.0,paid
6824,721,12/25/2024,$29.00,paid
6825,721,25/01/2025,29.0,paid
6826,721,02/25/2025,29.0,paid
6827,721,2025-03-25,29.0,paid
6828,721,25/04/2025,29.0,paid
6829,721,2025-05-25,29.0,paid
6830,721,06/25/2025,29.0,failed
6831,721,25/07/2025,29.0,paid
6832,721,25-Aug-2025,29.0,paid
6833,722,08/03/2025,$79.00,failed
6834,722,03/09/2025,79.0,paid
6835,722,03/10/2025,79.0,paid
6836,722,03-Nov-2025,79.0,paid
6837,722,2025-12-03,79.0,paid
6838,723,2025-04-27,199.0,paid
6839,723,2025-05-27,$199.00,paid
6840,723,2025-06-27,199.0,paid
6841,723,2025-07-27,199.0,paid
6842,723,27-Aug-2025,199.0,paid
6843,723,2025-09-27,199.0,paid
6844,723,2025-10-27,199.0,paid
6845,723,27-Nov-2025,199.0,paid
6846,723,12/27/2025,199.0,paid
6847,724,25/12/2023,290.0,paid
6848,724,25/12/2024,290.0,paid
6849,725,2025-09-15,290.0,paid
6850,726,2025-10-21,29.0,paid
6851,726,2025-11-21,29.0,paid
6852,726,2025-12-21,29.0,paid
6853,727,07/21/2023,79.0,paid
6854,727,2023-08-21,$79.00,paid
6855,727,2023-09-21,79.0,paid
6856,727,2023-10-21,79.0,paid
6857,727,21-Nov-2023,79.0,paid
6858,727,2023-12-21,79.0,paid
6859,727,01/21/2024,$79.00,paid
6860,727,2024-02-21,79.0,paid
6861,727,2024-03-21,0.79,paid
6862,727,21/04/2024,79.0,paid
6863,727,2024-05-21,79.0,paid
6864,727,06/21/2024,79.0,failed
6865,727,2024-07-21,79.0,paid
6866,727,08/21/2024,$79.00,paid
6867,727,09/21/2024,79.0,paid
6868,727,21/10/2024,79.0,refunded
6869,727,2024-11-21,79.0,paid
6870,727,21-Dec-2024,79.0,paid
6871,727,21-Jan-2025,79.0,paid
6872,727,2025-02-21,79.0,paid
6873,727,2025-03-21,79.0,paid
6874,727,21/04/2025,79.0,paid
6875,727,2025-05-21,79.0,paid
6876,727,21/06/2025,79.0,paid
6877,727,2025-07-21,79.0,paid
6878,727,2025-08-21,79.0,paid
6879,727,2025-09-21,79.0,paid
6880,727,2025-10-21,79.0,paid
6881,727,2025-11-21,79.0,paid
6882,727,2025-12-21,79.0,paid
6883,729,31-Jul-2023,79.0,paid
6884,729,31-Aug-2023,79.0,failed
6885,729,2023-09-30,79.0,paid
6886,729,10/30/2023,79.0,paid
6887,729,30/11/2023,79.0,paid
6888,730,19-Oct-2024,79.0,paid
6889,730,11/19/2024,79.0,paid
6890,730,19-Dec-2024,79.0,paid
6891,730,19/01/2025,79.0,paid
6892,730,2025-02-19,$79.00,failed
6893,730,19-Mar-2025,79.0,paid
6894,730,2025-04-19,0.79,paid
6895,730,19-May-2025,79.0,paid
6896,730,2025-06-19,79.0,paid
6897,730,2025-07-19,$79.00,paid
6898,730,2025-08-19,79.0,paid
6899,730,2025-09-19,$79.00,paid
6900,730,2025-10-19,79.0,paid
6901,730,2025-11-19,79.0,paid
6902,731,2024-07-14,$79.00,paid
6903,731,2024-08-14,79.0,paid
6904,731,2024-09-14,79.0,paid
6905,732,11/04/2024,79.0,paid
6906,732,2024-12-04,79.0,paid
6907,732,01/04/2025,79.0,failed
6908,732,2025-02-04,79.0,paid
6909,732,2025-03-04,79.0,paid
6910,732,2025-04-04,79.0,paid
6911,732,2025-05-04,79.0,paid
6912,732,2025-06-04,$79.00,paid
6913,732,2025-07-04,79.0,paid
6914,732,04/08/2025,79.0,paid
6915,732,09/04/2025,79.0,paid
6916,732,04/10/2025,79.0,paid
6917,732,2025-11-04,79.0,paid
6918,732,2025-12-04,79.0,paid
6919,733,2023-10-17,199.0,paid
6920,733,11/17/2023,$199.00,paid
6921,733,12/17/2023,199.0,paid
6922,733,17/01/2024,199.0,paid
6923,733,02/17/2024,199.0,refunded
6924,733,2024-03-17,$199.00,paid
6925,734,2025-06-27,79.0,paid
6926,734,2025-07-27,79.0,paid
6927,734,2025-08-27,79.0,paid
6928,734,27/09/2025,79.0,paid
6929,734,2025-10-27,79.0,paid
6930,734,11/27/2025,79.0,paid
6931,734,2025-12-27,$79.00,paid
6932,735,2025-03-13,29.0,failed
6933,735,13/04/2025,29.0,paid
6934,736,2025-05-02,79.0,paid
6935,736,2025-06-02,79.0,paid
6936,736,2025-07-02,79.0,paid
6937,736,2025-08-02,79.0,paid
6938,736,2025-09-02,79.0,paid
6939,736,2025-10-02,79.0,paid
6940,736,2025-11-02,79.0,paid
6941,736,2025-12-02,79.0,paid
6942,737,2024-11-11,79.0,paid
6943,737,2024-12-11,79.0,paid
6944,738,2025-08-17,199.0,paid
6945,738,2025-09-17,199.0,paid
6946,738,17-Oct-2025,199.0,paid
6947,738,17-Nov-2025,199.0,paid
6948,738,12/17/2025,199.0,paid
6949,739,2023-10-22,790.0,paid
6950,739,2024-10-22,790.0,paid
6951,739,2025-10-22,790.0,paid
6952,740,2025-07-17,29.0,paid
6953,740,2025-08-17,29.0,failed
6954,740,09/17/2025,$29.00,paid
6955,740,2025-10-17,$29.00,paid
6956,740,2025-11-17,29.0,paid
6957,740,2025-12-17,29.0,paid
6958,741,2023-09-18,290.0,paid
6959,742,13/08/2024,790.0,paid
6960,742,2025-08-13,790.0,paid
6961,743,08/02/2025,29.0,paid
6962,743,2025-03-08,29.0,refunded
6963,743,2025-04-08,29.0,paid
6964,743,2025-05-08,29.0,paid
6965,743,2025-06-08,29.0,paid
6966,743,2025-07-08,29.0,paid
6967,743,08-Aug-2025,29.0,paid
6968,743,2025-09-08,"$2,900.00",paid
6969,743,2025-10-08,29.0,paid
6970,743,2025-11-08,29.0,paid
6971,743,2025-12-08,29.0,paid
6972,744,2024-02-03,1990.0,paid
6973,744,02/03/2025,1990.0,paid
6974,745,2023-12-21,79.0,paid
6975,745,2024-01-21,$79.00,paid
6976,745,2024-02-21,79.0,paid
6977,745,2024-03-21,79.0,paid
6978,745,21-Apr-2024,79.0,paid
6979,745,2024-05-21,79.0,paid
6980,745,2024-06-21,79.0,paid
6981,745,21/07/2024,79.0,paid
6982,745,2024-08-21,79.0,paid
6983,745,21/09/2024,79.0,paid
6984,745,2024-10-21,79.0,paid
6985,746,2024-10-28,290.0,paid
6986,746,10/28/2025,290.0,paid
6987,747,2024-01-11,79.0,failed
6988,747,11-Feb-2024,79.0,paid
6989,747,2024-03-11,$79.00,paid
6990,747,2024-04-11,79.0,paid
6991,747,2024-05-11,79.0,paid
6992,747,11-Jun-2024,79.0,paid
6993,747,2024-07-11,79.0,paid
6994,747,2024-08-11,79.0,paid
6995,747,11-Sep-2024,79.0,paid
6996,747,2024-10-11,79.0,paid
6997,747,2024-11-11,79.0,paid
6998,747,2024-12-11,79.0,paid
6999,747,2025-01-11,79.0,failed
7000,747,2025-02-11,79.0,paid
7001,747,11/03/2025,79.0,paid
7002,747,11/04/2025,79.0,paid
7003,747,2025-05-11,79.0,paid
7004,747,11/06/2025,0.79,paid
7005,747,2025-07-11,79.0,paid
7006,747,08/11/2025,79.0,paid
7007,747,09/11/2025,79.0,paid
7008,747,11/10/2025,79.0,paid
7009,747,2025-11-11,79.0,paid
7010,747,11-Dec-2025,79.0,paid
7011,748,2023-02-11,29.0,paid
7012,748,2023-03-11,29.0,paid
7013,748,2023-04-11,29.0,paid
7014,748,2023-05-11,29.0,paid
7015,748,2023-06-11,29.0,paid
7016,748,2023-07-11,29.0,paid
7017,749,05/09/2024,29.0,paid
7018,749,2024-10-05,29.0,paid
7019,749,2024-11-05,29.0,paid
7020,749,05/12/2024,29.0,paid
7021,749,2025-01-05,29.0,failed
7022,749,05/02/2025,29.0,paid
7023,749,05-Mar-2025,29.0,paid
7024,749,2025-04-05,29.0,paid
7025,749,2025-05-05,29.0,paid
7026,749,2025-06-05,29.0,paid
7027,749,2025-07-05,29.0,failed
7028,749,2025-08-05,29.0,paid
7029,749,05-Sep-2025,29.0,paid
7030,749,05/10/2025,29.0,paid
7031,749,2025-11-05,29.0,paid
7032,749,05/12/2025,29.0,paid
7033,750,2023-07-02,29.0,paid
7034,750,2023-08-02,29.0,paid
7035,750,2023-09-02,29.0,paid
7036,750,10/02/2023,29.0,paid
7037,750,02/11/2023,29.0,paid
7038,750,2023-12-02,29.0,paid
7039,750,02-Jan-2024,29.0,paid
7040,750,2024-02-02,29.0,paid
7041,750,2024-03-02,29.0,paid
7042,750,2024-04-02,29.0,paid
7043,750,2024-05-02,29.0,paid
7044,750,2024-06-02,29.0,paid
7045,750,02/07/2024,29.0,paid
7046,750,2024-08-02,29.0,paid
7047,750,2024-09-02,$29.00,paid
7048,750,2024-10-02,29.0,paid
7049,750,2024-11-02,29.0,paid
7050,750,2024-12-02,29.0,paid
7051,750,2025-01-02,$29.00,paid
7052,750,02/02/2025,29.0,refunded
7053,750,02/03/2025,29.0,paid
7054,750,2025-04-02,29.0,paid
7055,750,2025-05-02,29.0,paid
7056,750,02/06/2025,29.0,paid
7057,750,02/07/2025,29.0,paid
7058,750,2025-08-02,29.0,paid
7059,750,09/02/2025,29.0,paid
7060,750,2025-10-02,29.0,paid
7061,750,2025-11-02,29.0,paid
7062,750,2025-12-02,29.0,paid
7063,751,2023-01-02,199.0,paid
7064,751,2023-02-02,$199.00,paid
7065,751,02/03/2023,199.0,paid
7066,751,2023-04-02,199.0,paid
7067,751,02-May-2023,$199.00,refunded
7068,751,2023-06-02,199.0,paid
7069,751,2023-07-02,199.0,paid
7070,751,02/08/2023,199.0,paid
7071,751,2023-09-02,199.0,failed
7072,751,2023-10-02,$199.00,paid
7073,751,02-Nov-2023,$199.00,paid
7074,751,02/12/2023,$199.00,paid
7075,751,01/02/2024,199.0,paid
7076,751,2024-02-02,199.0,failed
7077,751,03/02/2024,199.0,paid
7078,751,2024-04-02,$199.00,paid
7079,751,2024-05-02,199.0,paid
7080,751,2024-06-02,199.0,paid
7081,751,2024-07-02,199.0,paid
7082,751,2024-08-02,199.0,paid
7083,751,09/02/2024,199.0,paid
7084,751,2024-10-02,$199.00,paid
7085,751,2024-11-02,199.0,paid
7086,751,2024-12-02,199.0,paid
7087,751,01/02/2025,199.0,failed
7088,751,2025-02-02,199.0,paid
7089,751,2025-03-02,199.0,paid
7090,751,02-Apr-2025,199.0,paid
7091,751,02-May-2025,199.0,paid
7092,751,2025-06-02,199.0,paid
7093,751,2025-07-02,199.0,paid
7094,751,02-Aug-2025,199.0,paid
7095,751,2025-09-02,199.0,refunded
7096,751,02/10/2025,199.0,paid
7097,751,02-Nov-2025,$199.00,paid
7098,751,2025-12-02,199.0,paid
7099,752,10/13/2024,79.0,paid
7100,752,2024-11-13,79.0,paid
7101,752,2024-12-13,79.0,paid
7102,752,2025-01-13,$79.00,paid
7103,752,2025-02-13,79.0,paid
7104,752,2025-03-13,79.0,paid
7105,752,13-Apr-2025,79.0,paid
7106,752,2025-05-13,79.0,failed
7107,752,2025-06-13,79.0,paid
7108,752,13-Jul-2025,79.0,paid
7109,752,2025-08-13,79.0,paid
7110,752,2025-09-13,79.0,paid
7111,752,2025-10-13,79.0,paid
7112,752,13/11/2025,79.0,paid
7113,752,2025-12-13,79.0,paid
7114,753,02/26/2025,29.0,failed
7115,753,03/26/2025,29.0,paid
7116,753,04/26/2025,29.0,paid
7117,753,2025-05-26,29.0,paid
7118,753,2025-06-26,29.0,paid
7119,753,2025-07-26,29.0,paid
7120,753,2025-08-26,$29.00,refunded
7121,753,2025-09-26,29.0,paid
7122,753,26-Oct-2025,29.0,paid
7123,753,2025-11-26,29.0,paid
7124,753,26-Dec-2025,29.0,paid
7125,754,02/02/2023,29.0,paid
7126,754,2023-03-02,29.0,paid
7127,754,02/04/2023,29.0,paid
7128,755,2025-07-22,79.0,paid
7129,755,08/22/2025,79.0,paid
7130,755,2025-09-22,79.0,paid
7131,755,2025-10-22,79.0,paid
7132,755,2025-11-22,79.0,paid
7133,755,22/12/2025,79.0,paid
7134,756,26/02/2025,79.0,paid
7135,756,2025-03-26,79.0,paid
7136,756,04/26/2025,79.0,paid
7137,757,2025-04-21,$29.00,paid
7138,757,2025-05-21,29.0,paid
7139,757,2025-06-21,29.0,paid
7140,757,2025-07-21,29.0,paid
7141,757,2025-08-21,29.0,paid
7142,757,2025-09-21,$29.00,paid
7143,757,21-Oct-2025,29.0,paid
7144,757,2025-11-21,29.0,paid
7145,757,2025-12-21,29.0,failed
7146,758,2025-09-13,199.0,paid
7147,758,2025-10-13,$199.00,paid
7148,758,2025-11-13,199.0,paid
7149,759,2025-07-12,1990.0,paid
7150,760,2024-10-01,290.0,failed
7151,761,2024-11-09,790.0,paid
7152,761,11/09/2025,790.0,paid
7153,762,14-Sep-2024,29.0,paid
7154,762,14/10/2024,29.0,paid
7155,762,2024-11-14,29.0,paid
7156,762,2024-12-14,$29.00,paid
7157,762,14/01/2025,29.0,paid
7158,762,2025-02-14,29.0,paid
7159,762,2025-03-14,29.0,paid
7160,762,2025-04-14,29.0,paid
7161,762,2025-05-14,29.0,paid
7162,762,2025-06-14,29.0,paid
7163,762,2025-07-14,29.0,paid
7164,762,2025-08-14,29.0,paid
7165,762,09/14/2025,2900.0,paid
7166,762,2025-10-14,29.0,paid
7167,762,11/14/2025,29.0,paid
7168,762,2025-12-14,29.0,paid
7169,763,2023-02-25,$290.00,paid
7170,763,2024-02-25,290.0,paid
7171,763,02/25/2025,290.0,refunded
7172,764,17/07/2024,199.0,paid
7173,764,17-Aug-2024,199.0,paid
7174,764,2024-09-17,199.0,paid
7175,764,17-Oct-2024,199.0,paid
7176,764,2024-11-17,199.0,paid
7177,764,2024-12-17,$199.00,paid
7178,764,2025-01-17,199.0,paid
7179,764,17-Feb-2025,199.0,paid
7180,764,03/17/2025,199.0,paid
7181,764,17/04/2025,199.0,paid
7182,765,26/12/2023,290.0,paid
7183,765,2024-12-26,290.0,paid
7184,765,2025-12-26,290.0,paid
7185,766,2023-10-25,29.0,paid
7186,766,11/25/2023,29.0,paid
7187,766,25-Dec-2023,29.0,paid
7188,767,29/02/2024,79.0,refunded
7189,767,2024-03-29,79.0,paid
7190,767,2024-04-29,79.0,paid
7191,767,2024-05-29,79.0,paid
7192,767,2024-06-29,79.0,paid
7193,767,2024-07-29,79.0,paid
7194,767,2024-08-29,79.0,paid
7195,767,29-Sep-2024,79.0,paid
7196,767,2024-10-29,79.0,paid
7197,767,29/11/2024,79.0,paid
7198,767,2024-12-29,79.0,paid
7199,767,2025-01-29,79.0,paid
7200,767,28-Feb-2025,79.0,paid
7201,767,2025-03-28,79.0,paid
7202,767,2025-04-28,79.0,paid
7203,767,2025-05-28,79.0,paid
7204,767,06/28/2025,79.0,paid
7205,767,2025-07-28,79.0,paid
7206,767,08/28/2025,79.0,paid
7207,767,2025-09-28,79.0,paid
7208,767,10/28/2025,79.0,paid
7209,767,2025-11-28,79.0,paid
7210,767,28/12/2025,79.0,paid
7211,768,2025-06-20,79.0,paid
7212,768,2025-07-20,79.0,paid
7213,768,2025-08-20,79.0,paid
7214,768,2025-09-20,$79.00,paid
7215,768,10/20/2025,$79.00,paid
7216,768,20-Nov-2025,79.0,paid
7217,768,12/20/2025,79.0,paid
7218,769,2023-04-18,79.0,paid
7219,769,2023-05-18,79.0,paid
7220,769,2023-06-18,79.0,paid
7221,769,2023-07-18,0.79,paid
7222,769,08/18/2023,79.0,paid
7223,769,18-Sep-2023,79.0,paid
7224,769,2023-10-18,$79.00,paid
7225,769,18/11/2023,79.0,paid
7226,769,2023-12-18,79.0,paid
7227,769,2024-01-18,79.0,paid
7228,769,2024-02-18,79.0,paid
7229,769,18/03/2024,79.0,paid
7230,770,2025-08-29,29.0,paid
7231,770,2025-09-29,29.0,paid
7232,770,2025-10-29,29.0,paid
7233,770,29/11/2025,29.0,paid
7234,770,2025-12-29,29.0,paid
7235,771,2025-12-21,1990.0,paid
7236,772,2024-07-12,29.0,refunded
7237,772,12-Aug-2024,29.0,paid
7238,772,2024-09-12,29.0,paid
7239,772,2024-10-12,29.0,paid
7240,772,2024-11-12,29.0,paid
7241,772,2024-12-12,29.0,paid
7242,772,12-Jan-2025,29.0,paid
7243,772,2025-02-12,29.0,paid
7244,772,03/12/2025,29.0,paid
7245,773,2024-02-04,29.0,paid
7246,773,2024-03-04,$29.00,paid
7247,773,2024-04-04,29.0,paid
7248,773,05/04/2024,29.0,paid
7249,773,2024-06-04,29.0,paid
7250,773,2024-07-04,29.0,paid
7251,773,08/04/2024,29.0,paid
7252,773,2024-09-04,29.0,paid
7253,773,2024-10-04,29.0,paid
7254,773,2024-11-04,29.0,paid
7255,773,12/04/2024,29.0,paid
7256,773,2025-01-04,29.0,refunded
7257,773,2025-02-04,29.0,paid
7258,773,2025-03-04,29.0,failed
7259,773,2025-04-04,29.0,paid
7260,773,2025-05-04,29.0,paid
7261,773,2025-06-04,29.0,paid
7262,773,07/04/2025,$29.00,failed
7263,773,2025-08-04,$29.00,paid
7264,773,2025-09-04,29.0,paid
7265,773,2025-10-04,29.0,paid
7266,773,04/11/2025,29.0,paid
7267,773,2025-12-04,29.0,paid
7268,774,01/25/2023,29.0,paid
7269,774,02/25/2023,29.0,paid
7270,774,2023-03-25,29.0,paid
7271,774,2023-04-25,29.0,paid
7272,774,25/05/2023,$29.00,paid
7273,774,06/25/2023,29.0,paid
7274,774,2023-07-25,29.0,failed
7275,774,2023-08-25,29.0,failed
7276,774,25-Sep-2023,29.0,paid
7277,774,25-Oct-2023,29.0,paid
7278,774,11/25/2023,29.0,paid
7279,774,2023-12-25,29.0,paid
7280,774,25/01/2024,29.0,paid
7281,774,2024-02-25,29.0,paid
7282,774,03/25/2024,$29.00,paid
7283,774,25/04/2024,29.0,paid
7284,774,2024-05-25,$29.00,paid
7285,774,25/06/2024,29.0,paid
7286,774,25/07/2024,29.0,paid
7287,774,25-Aug-2024,29.0,paid
7288,774,2024-09-25,29.0,paid
7289,774,2024-10-25,29.0,paid
7290,774,25/11/2024,29.0,paid
7291,774,25-Dec-2024,29.0,failed
7292,774,2025-01-25,29.0,paid
7293,774,25/02/2025,29.0,paid
7294,774,25-Mar-2025,29.0,paid
7295,774,2025-04-25,29.0,paid
7296,774,2025-05-25,29.0,paid
7297,774,2025-06-25,29.0,paid
7298,774,25-Jul-2025,$29.00,paid
7299,774,2025-08-25,29.0,paid
7300,774,09/25/2025,29.0,paid
7301,774,25-Oct-2025,29.0,paid
7302,774,2025-11-25,29.0,paid
7303,774,2025-12-25,2900.0,paid
7304,775,18-Feb-2023,79.0,paid
7305,775,18-Mar-2023,79.0,paid
7306,775,18/04/2023,79.0,paid
7307,775,18/05/2023,79.0,paid
7308,775,2023-06-18,79.0,paid
7309,775,18-Jul-2023,79.0,paid
7310,776,2023-03-09,79.0,paid
7311,776,09-Apr-2023,79.0,paid
7312,776,05/09/2023,79.0,paid
7313,776,2023-06-09,$79.00,paid
7314,777,13-Jan-2024,$29.00,refunded
7315,777,2024-02-13,29.0,paid
7316,777,2024-03-13,$29.00,paid
7317,778,2024-07-18,79.0,paid
7318,778,08/18/2024,79.0,paid
7319,778,2024-09-18,79.0,paid
7320,778,18-Oct-2024,79.0,refunded
7321,778,2024-11-18,79.0,paid
7322,778,18/12/2024,79.0,paid
7323,778,2025-01-18,79.0,failed
7324,778,18-Feb-2025,79.0,paid
7325,778,2025-03-18,79.0,paid
7326,778,18/04/2025,79.0,paid
7327,778,2025-05-18,79.0,paid
7328,778,2025-06-18,79.0,paid
7329,778,18-Jul-2025,79.0,paid
7330,778,2025-08-18,79.0,paid
7331,778,18-Sep-2025,79.0,paid
7332,778,2025-10-18,79.0,paid
7333,778,2025-11-18,79.0,paid
7334,778,18/12/2025,79.0,paid
7335,779,2024-10-24,29.0,paid
7336,779,2024-11-24,29.0,paid
7337,779,2024-12-24,29.0,paid
7338,779,24/01/2025,29.0,paid
7339,779,2025-02-24,29.0,paid
7340,779,03/24/2025,29.0,paid
7341,779,2025-04-24,29.0,paid
7342,779,2025-05-24,$29.00,paid
7343,779,2025-06-24,29.0,paid
7344,779,2025-07-24,29.0,paid
7345,779,2025-08-24,29.0,paid
7346,779,24/09/2025,$29.00,refunded
7347,779,2025-10-24,29.0,paid
7348,780,12/06/2024,199.0,paid
7349,780,2025-01-06,$199.00,paid
7350,780,2025-02-06,199.0,paid
7351,780,2025-03-06,199.0,paid
7352,780,04/06/2025,199.0,paid
7353,780,2025-05-06,199.0,paid
7354,780,06/06/2025,199.0,paid
7355,780,06/07/2025,199.0,paid
7356,780,2025-08-06,199.0,paid
7357,780,2025-09-06,$199.00,paid
7358,780,06-Oct-2025,199.0,paid
7359,780,2025-11-06,199.0,paid
7360,780,2025-12-06,199.0,paid
7361,781,2025-10-04,79.0,paid
7362,781,2025-11-04,$79.00,paid
7363,781,2025-12-04,79.0,paid
7364,782,2023-07-31,79.0,paid
7365,782,2023-08-31,79.0,paid
7366,783,01/02/2023,"$1,990.00",paid
7367,783,2024-02-01,1990.0,paid
7368,783,2025-02-01,1990.0,paid
7369,784,2025-06-09,29.0,paid
7370,784,09/07/2025,29.0,paid
7371,785,03/09/2025,29.0,paid
7372,785,2025-10-03,29.0,paid
7373,785,2025-11-03,29.0,paid
7374,785,12/03/2025,29.0,paid
7375,786,06/09/2023,7900.0,paid
7376,786,06/10/2023,$79.00,paid
7377,786,2023-11-06,79.0,paid
7378,786,06-Dec-2023,79.0,paid
7379,786,2024-01-06,79.0,paid
7380,786,02/06/2024,79.0,paid
7381,786,2024-03-06,79.0,refunded
7382,786,2024-04-06,79.0,paid
7383,786,2024-05-06,79.0,paid
7384,786,2024-06-06,79.0,paid
7385,786,06/07/2024,79.0,paid
7386,786,2024-08-06,79.0,paid
7387,786,2024-09-06,79.0,refunded
7388,786,2024-10-06,79.0,paid
7389,786,2024-11-06,79.0,paid
7390,786,06/12/2024,79.0,paid
7391,786,06-Jan-2025,79.0,failed
7392,786,06/02/2025,79.0,paid
7393,786,2025-03-06,79.0,paid
7394,786,06/04/2025,$79.00,paid
7395,786,2025-05-06,79.0,paid
7396,786,06/06/2025,79.0,paid
7397,786,06/07/2025,79.0,paid
7398,786,2025-08-06,79.0,paid
7399,786,06-Sep-2025,79.0,paid
7400,786,2025-10-06,79.0,paid
7401,786,2025-11-06,79.0,paid
7402,786,06/12/2025,79.0,paid
7403,787,18/01/2025,29.0,paid
7404,787,18/02/2025,29.0,paid
7405,787,18/03/2025,29.0,paid
7406,787,2025-04-18,29.0,paid
7407,787,18-May-2025,29.0,paid
7408,787,2025-06-18,29.0,paid
7409,787,18-Jul-2025,29.0,paid
7410,787,18-Aug-2025,29.0,failed
7411,787,2025-09-18,29.0,paid
7412,787,10/18/2025,29.0,paid
7413,787,2025-11-18,29.0,paid
7414,787,18-Dec-2025,29.0,paid
7415,788,2023-03-22,199.0,paid
7416,788,2023-04-22,199.0,paid
7417,789,2025-09-23,29.0,paid
7418,789,2025-10-23,29.0,paid
7419,789,2025-11-23,29.0,paid
7420,789,12/23/2025,29.0,paid
7421,790,2025-09-28,1990.0,paid
7422,791,2023-03-17,290.0,paid
7423,791,2024-03-17,$290.00,paid
7424,791,2025-03-17,290.0,failed
7425,793,22-Nov-2025,79.0,paid
7426,793,2025-12-22,79.0,paid
7427,794,2023-10-17,79.0,paid
7428,794,2023-11-17,79.0,paid
7429,794,12/17/2023,79.0,paid
7430,794,2024-01-17,79.0,paid
7431,794,2024-02-17,79.0,paid
7432,794,2024-03-17,79.0,paid
7433,794,2024-04-17,79.0,paid
7434,794,05/17/2024,79.0,failed
7435,794,2024-06-17,79.0,paid
7436,794,2024-07-17,79.0,paid
7437,794,08/17/2024,79.0,failed
7438,794,17-Sep-2024,79.0,paid
7439,794,2024-10-17,79.0,failed
7440,794,17/11/2024,79.0,paid
7441,794,17-Dec-2024,79.0,paid
7442,794,01/17/2025,79.0,paid
7443,794,2025-02-17,79.0,paid
7444,794,2025-03-17,79.0,paid
7445,794,2025-04-17,79.0,paid
7446,794,17-May-2025,79.0,paid
7447,794,06/17/2025,79.0,paid
7448,794,2025-07-17,79.0,paid
7449,794,08/17/2025,79.0,paid
7450,794,2025-09-17,79.0,paid
7451,794,2025-10-17,79.0,paid
7452,794,2025-11-17,79.0,paid
7453,794,17-Dec-2025,$79.00,paid
7454,795,2023-01-30,290.0,paid
7455,795,2024-01-30,$290.00,paid
7456,795,30-Jan-2025,290.0,paid
7457,796,2023-05-11,29.0,paid
7458,796,2023-06-11,29.0,failed
7459,796,07/11/2023,29.0,paid
7460,796,11/08/2023,29.0,paid
7461,796,2023-09-11,29.0,paid
7462,796,2023-10-11,29.0,paid
7463,796,2023-11-11,29.0,paid
7464,796,11-Dec-2023,29.0,paid
7465,796,2024-01-11,29.0,paid
7466,796,2024-02-11,29.0,paid
7467,796,2024-03-11,29.0,paid
