customer_id,month,login_count,feature_usage_count
342,2025-09,19,7
342,2025-10,20,8
342,2025-11,17,9
342,2025-12,21,6
343,2023-01,39,23
343,2023-02,45,20
343,2023-03,42,26
343,2023-04,38,24
343,2023-05,43,20
343,2023-06,37,23
343,2023-07,47,22
343,2023-08,28,22
343,2023-09,22,18
343,2023-10,14,5
343,2024-01,7,5
343,2024-02,7,4
343,2024-03,4,6
343,2024-04,11,1
343,2024-05,6,5
343,2024-06,6,4
343,2024-07,15,2
343,2024-08,0,3
343,2024-09,7,3
343,2024-10,10,2
343,2024-11,4,3
343,2024-12,6,11
343,2025-01,15,0
343,2025-02,1,5
343,2025-03,16,7
343,2025-04,8,4
343,2025-05,13,5
343,2025-06,15,0
343,2025-07,10,3
343,2025-08,10,6
343,2025-09,11,8
343,2025-10,14,11
343,2025-11,9,3
343,2025-12,4,6
344,2025-05,25,14
344,2025-06,26,11
344,2025-07,17,15
344,2025-08,17,3
344,2025-09,1,8
345,2025-10,21,9
345,2025-11,15,15
345,2025-12,21,13
346,2025-10,22,14
346,2025-11,31,18
346,2025-12,30,12
347,2024-08,11,12
347,2024-09,6,9
347,2024-10,5,0
347,2024-11,0,6
348,2024-05,8,2
348,2024-06,6,9
348,2024-07,7,8
348,2024-08,14,5
348,2024-09,8,4
348,2024-10,10,9
348,2024-11,4,6
348,2024-12,9,0
348,2025-01,5,3
348,2025-02,12,8
348,2025-03,1,7
348,2025-04,11,7
348,2025-05,9,8
348,2025-06,13,0
348,2025-07,8,4
348,2025-08,6,4
348,2025-09,9,1
348,2025-10,11,4
348,2025-11,12,3
348,2025-12,6,2
349,2025-09,35,18
349,2025-10,36,19
349,2025-11,39,19
349,2025-12,37,25
350,2023-10,32,14
350,2023-11,28,17
350,2023-12,24,15
350,2024-01,22,15
350,2024-02,30,10
350,2024-03,30,11
350,2024-04,27,16
350,2024-05,29,15
350,2024-06,22,16
350,2024-07,35,16
350,2024-08,23,14
350,2024-09,27,15
350,2024-10,25,20
350,2024-11,29,15
350,2024-12,26,16
350,2025-01,29,20
350,2025-02,25,13
350,2025-03,24,13
350,2025-04,20,20
350,2025-05,30,9
350,2025-06,27,15
350,2025-07,25,8
350,2025-08,26,16
350,2025-09,22,21
350,2025-10,30,13
350,2025-11,31,14
350,2025-12,31,11
351,2025-07,14,1
351,2025-08,4,0
351,2025-11,1,3
351,2025-12,11,0
352,2025-06,11,4
352,2025-07,11,10
352,2025-08,12,8
352,2025-09,11,1
352,2025-10,5,7
352,2025-11,9,7
352,2025-12,16,8
353,2024-10,41,19
353,2024-11,36,21
353,2024-12,31,18
353,2025-01,36,22
353,2025-02,36,22
353,2025-03,33,28
353,2025-04,37,20
353,2025-05,38,19
353,2025-06,37,23
353,2025-07,39,18
353,2025-08,49,25
353,2025-09,45,21
353,2025-10,37,22
353,2025-11,34,24
353,2025-12,33,24
354,2025-09,21,14
354,2025-10,31,18
354,2025-11,23,15
354,2025-12,29,16
355,2024-06,16,10
355,2024-07,12,8
355,2024-08,15,7
355,2024-09,14,9
355,2024-10,11,6
355,2024-11,13,13
355,2024-12,8,5
355,2025-01,4,8
355,2025-02,9,2
355,2025-03,11,11
355,2025-04,10,6
355,2025-05,17,7
355,2025-06,7,9
355,2025-07,16,6
355,2025-08,12,3
355,2025-09,8,6
355,2025-10,12,5
355,2025-11,10,6
355,2025-12,8,6
356,2023-10,21,6
356,2023-11,14,4
356,2023-12,6,5
357,2023-03,19,9
357,2023-04,18,13
357,2023-05,12,7
357,2023-06,21,11
357,2023-07,13,11
357,2023-08,12,10
357,2023-09,8,4
358,2023-09,36,16
358,2023-10,26,11
358,2023-11,22,5
358,2023-12,3,5
359,2024-06,19,11
359,2024-07,22,13
359,2024-08,26,15
359,2024-09,25,12
359,2024-10,24,15
359,2024-11,21,14
359,2024-12,25,13
359,2025-01,23,17
359,2025-02,22,11
359,2025-03,16,13
359,2025-04,20,15
359,2025-05,28,10
359,2025-06,18,13
359,2025-07,18,12
359,2025-08,19,10
359,2025-09,25,13
359,2025-10,29,14
359,2025-11,27,11
359,2025-12,19,19
360,2024-11,20,12
360,2024-12,22,13
360,2025-01,24,12
360,2025-02,25,14
360,2025-03,19,17
360,2025-04,16,12
360,2025-05,25,11
360,2025-06,23,14
360,2025-07,18,12
360,2025-08,21,11
360,2025-09,31,10
360,2025-10,26,12
360,2025-11,17,13
360,2025-12,24,15
361,2025-10,20,14
361,2025-11,24,14
361,2025-12,29,15
362,2023-11,9,14
362,2023-12,6,4
362,2024-04,30,25
362,2024-05,35,21
362,2024-06,31,23
362,2024-07,33,17
362,2024-08,40,19
362,2024-09,27,20
362,2024-10,38,22
362,2024-11,32,18
362,2024-12,29,20
362,2025-01,35,23
362,2025-02,34,20
362,2025-03,33,21
362,2025-04,34,23
362,2025-05,36,21
362,2025-06,34,18
362,2025-07,34,19
362,2025-08,36,20
362,2025-09,41,17
362,2025-10,22,21
362,2025-11,32,21
362,2025-12,30,26
363,2023-05,14,12
363,2023-06,18,10
363,2023-07,23,12
363,2023-08,14,8
363,2023-09,20,13
363,2023-10,20,16
363,2023-11,24,12
363,2023-12,14,6
363,2024-01,11,10
363,2024-02,16,6
363,2024-03,9,1
364,2023-02,29,14
364,2023-03,32,14
364,2023-04,29,10
364,2023-05,15,14
364,2023-06,19,14
364,2023-07,23,16
364,2023-08,20,16
364,2023-09,28,14
364,2023-10,26,12
364,2023-11,23,10
364,2023-12,34,18
364,2024-01,31,18
364,2024-02,22,10
364,2024-03,23,16
364,2024-04,23,8
364,2024-05,27,10
364,2024-06,23,20
364,2024-07,25,18
364,2024-08,26,11
364,2024-09,27,14
364,2024-10,19,10
364,2024-11,26,21
364,2024-12,20,12
364,2025-01,26,11
364,2025-02,34,12
364,2025-03,23,12
364,2025-04,28,21
364,2025-05,22,17
364,2025-06,19,17
364,2025-07,32,19
364,2025-08,25,11
364,2025-09,25,14
364,2025-10,23,15
364,2025-11,24,17
364,2025-12,27,14
365,2025-03,24,20
365,2025-04,24,20
365,2025-05,26,14
365,2025-06,24,20
365,2025-07,29,13
365,2025-08,27,9
365,2025-09,21,13
365,2025-10,23,19
365,2025-11,19,11
365,2025-12,28,16
366,2025-12,18,13
367,2025-12,31,20
368,2024-12,32,19
368,2025-01,40,15
368,2025-02,33,20
368,2025-03,30,25
368,2025-04,34,21
368,2025-05,36,18
368,2025-06,37,22
368,2025-07,32,22
368,2025-08,37,22
368,2025-09,29,19
368,2025-10,34,20
368,2025-11,30,18
368,2025-12,34,15
369,2025-04,16,15
369,2025-05,27,9
369,2025-06,14,11
369,2025-07,16,8
369,2025-08,15,12
369,2025-09,19,13
369,2025-10,18,8
369,2025-11,20,9
369,2025-12,23,7
370,2025-05,34,19
370,2025-06,43,23
370,2025-07,42,18
370,2025-08,38,23
370,2025-09,33,26
370,2025-10,36,23
370,2025-11,34,18
370,2025-12,40,23
371,2023-02,29,16
371,2023-03,32,12
371,2023-04,21,13
371,2023-05,11,12
371,2023-06,3,4
372,2023-02,13,9
372,2023-03,11,0
372,2023-04,11,2
372,2023-05,5,10
372,2023-06,22,11
372,2023-07,1,6
372,2023-08,9,2
372,2023-09,13,6
372,2023-10,7,1
372,2023-11,9,7
372,2023-12,11,10
372,2024-01,13,6
372,2024-02,8,1
372,2024-03,7,11
372,2024-04,15,8
372,2024-05,10,10
372,2024-06,7,4
372,2024-07,11,0
372,2024-08,7,6
372,2024-09,10,4
372,2024-10,20,11
372,2024-11,18,6
372,2024-12,10,12
372,2025-01,12,4
372,2025-02,8,6
372,2025-03,11,7
372,2025-04,11,14
372,2025-05,6,9
372,2025-06,10,7
372,2025-07,15,1
372,2025-08,8,6
372,2025-09,17,11
372,2025-10,17,0
372,2025-11,7,4
372,2025-12,11,1
373,2025-03,32,18
373,2025-04,32,18
373,2025-05,30,17
373,2025-06,32,22
373,2025-07,35,15
373,2025-08,31,17
373,2025-09,26,20
373,2025-10,32,25
373,2025-11,31,17
373,2025-12,29,18
374,2024-11,13,8
374,2024-12,1,2
375,2025-02,31,25
375,2025-03,32,30
375,2025-04,41,19
375,2025-05,36,23
375,2025-06,39,22
375,2025-07,41,21
375,2025-08,34,20
375,2025-09,39,22
375,2025-10,37,23
375,2025-11,27,22
375,2025-12,36,26
376,2023-03,7,2
376,2023-04,6,0
376,2023-05,6,1
376,2023-07,13,3
376,2023-08,14,6
376,2023-09,12,8
376,2023-10,9,3
376,2023-11,15,8
376,2023-12,13,9
376,2024-01,11,9
376,2024-02,19,7
376,2024-03,21,8
376,2024-04,10,10
376,2024-05,13,11
376,2024-06,15,7
376,2024-07,20,6
376,2024-08,5,11
376,2024-09,15,12
376,2024-10,10,7
376,2024-11,12,11
376,2024-12,16,9
376,2025-01,14,4
376,2025-02,17,10
376,2025-03,23,9
376,2025-04,16,9
376,2025-05,11,12
376,2025-06,13,7
376,2025-07,13,8
376,2025-08,12,9
376,2025-09,13,7
376,2025-10,15,8
376,2025-11,11,6
376,2025-12,14,6
377,2024-11,12,4
377,2024-12,11,9
377,2025-01,4,5
378,2024-11,23,19
378,2024-12,37,19
378,2025-01,31,20
378,2025-02,31,19
378,2025-03,30,23
378,2025-04,38,19
378,2025-05,27,18
378,2025-06,32,21
378,2025-07,28,17
378,2025-08,35,22
378,2025-09,30,15
378,2025-10,46,22
378,2025-11,31,22
378,2025-12,32,22
379,2023-01,11,13
379,2023-02,16,11
379,2023-03,18,8
379,2023-04,13,8
379,2023-05,18,9
379,2023-06,9,7
379,2023-07,15,10
379,2023-08,19,10
379,2023-09,15,9
379,2023-10,17,11
379,2023-11,15,6
379,2023-12,16,8
379,2024-01,18,14
379,2024-02,11,13
379,2024-03,18,13
379,2024-04,15,5
379,2024-05,17,14
379,2024-06,12,7
379,2024-07,19,8
379,2024-08,19,9
379,2024-09,5,3
379,2024-10,2,2
380,2024-12,26,16
380,2025-01,24,20
380,2025-02,30,19
380,2025-03,32,23
380,2025-04,36,18
380,2025-05,29,15
380,2025-06,31,19
380,2025-07,26,19
380,2025-08,33,14
380,2025-09,29,17
380,2025-10,28,14
380,2025-11,21,15
380,2025-12,25,18
381,2023-10,29,16
381,2023-11,30,20
381,2023-12,21,17
381,2024-01,19,13
381,2024-02,29,16
381,2024-03,20,19
381,2024-04,24,18
381,2024-05,29,13
381,2024-06,30,17
381,2024-07,27,14
381,2024-08,22,14
381,2024-09,25,18
381,2024-10,20,20
381,2024-11,33,14
381,2024-12,32,13
381,2025-01,31,13
381,2025-02,31,11
381,2025-03,31,20
381,2025-04,21,21
381,2025-05,31,10
381,2025-06,25,19
381,2025-07,29,16
381,2025-08,30,13
381,2025-09,27,13
381,2025-10,27,19
381,2025-11,30,16
381,2025-12,30,19
382,2023-06,14,4
382,2023-07,8,6
382,2023-08,14,8
382,2023-09,9,4
382,2023-10,14,7
382,2023-11,21,7
382,2023-12,20,4
382,2024-01,6,4
382,2024-02,17,13
382,2024-03,9,6
382,2024-04,8,2
382,2024-05,15,8
382,2024-06,13,3
382,2024-07,19,6
382,2024-08,15,3
382,2024-09,12,8
382,2024-10,14,8
382,2024-11,14,4
382,2024-12,13,8
382,2025-01,13,8
382,2025-02,7,3
382,2025-03,4,10
382,2025-04,16,10
382,2025-05,14,1
382,2025-06,8,8
382,2025-07,13,7
382,2025-08,14,7
382,2025-09,13,5
382,2025-10,16,6
382,2025-11,7,5
382,2025-12,11,10
383,2023-07,24,7
383,2023-08,16,6
383,2023-09,18,8
383,2023-10,15,15
383,2023-11,14,10
383,2023-12,16,9
383,2024-01,29,5
383,2024-02,20,18
383,2024-03,22,10
383,2024-04,13,14
383,2024-05,21,6
383,2024-06,16,7
383,2024-07,6,7
383,2024-08,18,12
383,2024-09,16,14
383,2024-10,22,10
383,2024-11,16,11
383,2024-12,17,6
383,2025-01,16,12
383,2025-02,23,13
383,2025-03,19,15
383,2025-04,19,10
383,2025-05,23,12
383,2025-06,23,7
383,2025-07,14,8
383,2025-08,18,16
383,2025-09,13,13
383,2025-10,13,17
383,2025-11,11,13
383,2025-12,21,12
384,2024-07,38,28
384,2024-08,35,21
384,2024-09,33,20
384,2024-10,39,20
384,2024-11,31,19
384,2024-12,34,18
384,2025-01,33,18
384,2025-02,33,24
384,2025-03,35,28
384,2025-04,31,22
384,2025-05,35,22
384,2025-06,32,19
384,2025-07,36,19
384,2025-08,27,24
384,2025-09,38,19
384,2025-10,35,24
384,2025-11,40,21
384,2025-12,32,25
385,2023-08,10,4
385,2023-09,12,9
385,2023-10,13,6
385,2023-11,19,1
385,2023-12,18,6
385,2024-01,13,6
385,2024-02,20,4
385,2024-03,14,9
385,2024-04,7,5
385,2024-05,13,5
385,2024-06,10,7
385,2024-07,16,7
385,2024-08,18,5
385,2024-09,8,14
385,2024-10,11,4
385,2024-11,7,11
385,2024-12,12,7
385,2025-01,13,11
385,2025-02,13,15
385,2025-03,14,11
385,2025-04,17,8
385,2025-05,11,9
385,2025-06,16,6
385,2025-07,14,12
385,2025-08,22,10
385,2025-09,21,6
385,2025-10,16,12
385,2025-11,10,6
385,2025-12,20,5
386,2023-12,18,12
386,2024-01,12,6
386,2024-02,12,10
386,2024-03,20,4
386,2024-04,14,12
386,2024-05,10,0
386,2024-06,6,3
386,2024-10,26,9
386,2024-11,27,13
386,2024-12,25,15
386,2025-01,25,13
386,2025-02,22,15
386,2025-03,17,9
386,2025-04,20,14
386,2025-05,29,13
386,2025-06,30,14
386,2025-07,20,16
386,2025-08,21,13
386,2025-09,16,8
386,2025-10,24,16
386,2025-11,29,10
386,2025-12,27,17
387,2023-06,30,17
387,2023-07,27,18
387,2023-08,28,21
387,2023-09,32,15
387,2023-10,32,22
387,2023-11,39,14
387,2023-12,29,15
387,2024-01,34,15
387,2024-02,37,23
387,2024-03,36,17
387,2024-04,30,18
387,2024-05,37,14
387,2024-06,34,16
387,2024-07,31,22
387,2024-08,26,18
387,2024-09,32,19
387,2024-10,32,21
387,2024-11,31,20
387,2024-12,34,20
387,2025-01,35,20
387,2025-02,32,15
387,2025-03,38,24
387,2025-04,31,21
387,2025-05,30,17
387,2025-06,33,28
387,2025-07,39,24
387,2025-08,35,17
387,2025-09,37,11
387,2025-10,34,23
387,2025-11,33,24
387,2025-12,27,24
388,2025-06,13,14
388,2025-07,10,12
388,2025-08,11,15
388,2025-09,10,13
388,2025-10,16,9
388,2025-11,17,12
388,2025-12,13,7
389,2025-04,20,13
389,2025-05,23,7
389,2025-06,13,11
389,2025-07,15,7
389,2025-08,16,9
389,2025-09,13,7
389,2025-10,17,6
389,2025-11,12,11
389,2025-12,24,12
390,2024-04,37,23
390,2024-05,43,21
390,2024-06,36,16
390,2024-07,36,22
390,2024-08,33,19
390,2024-09,29,20
390,2024-10,33,12
390,2024-11,21,13
390,2024-12,19,8
391,2023-12,34,23
391,2024-01,29,20
391,2024-02,38,19
391,2024-03,38,19
391,2024-04,33,23
391,2024-05,32,14
391,2024-06,13,10
391,2024-07,10,3
392,2024-02,22,9
392,2024-03,14,11
392,2024-04,4,7
392,2024-05,7,7
393,2024-10,11,2
393,2024-11,8,2
393,2024-12,8,6
393,2025-01,14,2
393,2025-02,7,2
393,2025-03,12,0
393,2025-04,9,1
393,2025-05,9,8
393,2025-06,6,6
393,2025-07,5,5
393,2025-08,2,7
393,2025-09,7,4
393,2025-10,9,0
393,2025-11,6,5
393,2025-12,8,11
394,2023-10,11,8
394,2023-11,8,3
394,2023-12,6,3
395,2024-08,20,8
395,2024-09,15,0
395,2024-10,19,7
395,2024-11,8,6
395,2024-12,14,10
395,2025-01,11,9
395,2025-02,10,8
395,2025-03,12,8
395,2025-04,10,8
395,2025-05,8,7
395,2025-06,9,4
395,2025-07,9,6
395,2025-08,9,8
395,2025-09,12,10
395,2025-10,11,7
395,2025-11,19,5
395,2025-12,10,10
396,2023-03,11,10
396,2023-04,6,6
396,2023-05,12,3
396,2023-06,19,4
396,2023-07,11,11
396,2023-08,16,5
396,2023-09,16,9
396,2023-10,23,9
396,2023-11,13,5
396,2023-12,11,5
396,2024-01,15,6
396,2024-02,9,8
396,2024-03,0,5
396,2024-06,12,6
396,2024-07,8,5
396,2024-08,10,6
396,2024-09,2,9
396,2024-10,14,10
396,2024-11,15,9
396,2024-12,7,6
396,2025-01,13,0
396,2025-02,8,0
396,2025-03,10,9
396,2025-04,9,3
396,2025-05,10,6
396,2025-06,10,1
396,2025-07,9,5
396,2025-08,12,5
396,2025-09,16,5
396,2025-10,7,2
396,2025-11,6,3
396,2025-12,8,10
397,2024-05,24,17
397,2024-06,33,17
397,2024-07,38,18
397,2024-08,30,17
397,2024-09,25,18
397,2024-10,32,18
397,2024-11,24,11
397,2024-12,10,8
397,2025-01,8,4
398,2024-09,41,20
398,2024-10,28,26
398,2024-11,31,17
398,2024-12,29,22
398,2025-01,39,25
398,2025-02,34,17
398,2025-03,31,20
398,2025-04,33,24
398,2025-05,28,17
398,2025-06,32,21
398,2025-07,32,18
398,2025-08,38,21
398,2025-09,30,18
398,2025-10,36,16
398,2025-11,36,19
398,2025-12,35,20
399,2024-10,20,15
399,2024-11,25,16
399,2024-12,22,16
399,2025-01,14,10
399,2025-02,23,14
399,2025-03,19,14
399,2025-04,20,12
399,2025-05,27,16
399,2025-06,19,10
399,2025-07,21,13
399,2025-08,20,16
399,2025-09,24,15
399,2025-10,17,17
399,2025-11,11,16
399,2025-12,26,12
400,2025-09,29,14
400,2025-10,17,12
400,2025-11,6,5
400,2025-12,2,5
401,2023-10,46,28
401,2023-11,39,25
401,2023-12,39,20
401,2024-01,39,21
401,2024-02,38,20
401,2024-03,39,24
401,2024-04,41,24
401,2024-05,45,29
401,2024-06,37,26
401,2024-07,47,26
401,2024-08,41,17
401,2024-09,36,22
401,2024-10,44,21
401,2024-11,38,25
401,2024-12,35,24
401,2025-01,39,26
401,2025-02,41,25
401,2025-03,39,18
401,2025-04,39,23
401,2025-05,42,22
401,2025-06,39,23
401,2025-07,36,19
401,2025-08,40,26
401,2025-09,36,22
401,2025-10,42,26
401,2025-11,39,24
401,2025-12,41,25
402,2023-03,16,15
402,2023-04,32,16
402,2023-05,16,10
402,2023-06,14,6
402,2023-07,8,2
403,2023-03,24,12
403,2023-04,31,14
403,2023-05,23,17
403,2023-06,20,17
403,2023-07,33,17
403,2023-08,28,18
403,2023-09,32,19
403,2023-10,27,18
403,2023-11,22,17
403,2023-12,15,10
403,2024-01,0,9
403,2024-02,3,7
404,2024-12,30,15
404,2025-01,26,17
404,2025-02,29,18
404,2025-03,27,16
404,2025-04,21,20
404,2025-05,30,21
404,2025-06,31,17
404,2025-07,23,12
404,2025-08,33,19
404,2025-09,34,20
404,2025-10,27,10
404,2025-11,31,14
404,2025-12,28,18
405,2023-11,29,17
405,2023-12,28,23
405,2024-01,27,18
405,2024-02,28,18
405,2024-03,28,19
405,2024-04,33,23
405,2024-05,29,24
405,2024-06,28,18
405,2024-07,39,27
405,2024-08,38,18
405,2024-09,34,21
405,2024-10,33,16
405,2024-11,32,17
405,2024-12,28,18
405,2025-01,33,22
405,2025-02,30,18
405,2025-03,35,19
405,2025-04,33,19
405,2025-05,32,15
405,2025-06,32,23
405,2025-07,32,16
405,2025-08,37,21
405,2025-09,35,21
405,2025-10,27,21
405,2025-11,37,17
405,2025-12,24,20
406,2025-04,42,20
406,2025-05,40,19
406,2025-06,41,22
406,2025-07,35,17
406,2025-08,35,20
406,2025-09,43,22
406,2025-10,34,20
406,2025-11,31,26
406,2025-12,42,21
407,2023-01,8,10
407,2023-02,12,1
407,2023-03,8,1
407,2023-04,15,6
407,2023-05,2,7
407,2023-06,8,2
407,2023-07,17,6
407,2023-08,9,5
407,2023-09,4,2
407,2023-10,16,5
407,2023-11,11,0
407,2023-12,5,8
407,2024-01,12,11
407,2024-02,16,5
407,2024-03,12,5
407,2024-04,19,10
407,2024-05,11,7
407,2024-06,14,6
407,2024-07,11,0
407,2024-08,4,0
408,2024-12,17,13
408,2025-01,18,11
408,2025-02,13,16
408,2025-03,23,17
408,2025-04,13,11
408,2025-05,14,12
408,2025-06,19,9
408,2025-07,17,17
408,2025-08,17,4
408,2025-09,15,7
408,2025-10,14,12
408,2025-11,21,8
408,2025-12,15,8
409,2025-11,35,21
409,2025-12,30,14
410,2025-09,33,16
410,2025-10,35,30
410,2025-11,32,23
410,2025-12,28,27
411,2024-03,7,1
411,2024-04,6,3
411,2024-05,12,9
411,2024-06,4,7
411,2024-07,5,7
411,2024-08,7,2
411,2024-09,13,4
411,2024-10,8,0
411,2024-11,13,8
411,2024-12,10,1
411,2025-01,14,4
411,2025-02,8,12
411,2025-03,7,8
411,2025-04,12,7
411,2025-05,11,7
411,2025-06,11,5
411,2025-07,16,2
411,2025-08,14,8
411,2025-09,12,9
411,2025-10,9,0
411,2025-11,9,3
411,2025-12,7,2
412,2023-10,21,3
412,2023-11,15,7
412,2023-12,18,10
412,2024-01,22,6
412,2024-02,18,12
412,2024-03,17,4
412,2024-04,18,8
412,2024-05,10,11
412,2024-06,20,8
412,2024-07,20,12
412,2024-08,16,11
412,2024-09,20,11
412,2024-10,7,2
412,2024-11,21,8
412,2024-12,15,15
412,2025-01,14,9
412,2025-02,17,9
412,2025-03,22,9
412,2025-04,19,10
412,2025-05,20,6
412,2025-06,7,10
412,2025-07,13,14
412,2025-08,16,10
412,2025-09,15,8
412,2025-10,17,13
412,2025-11,15,9
412,2025-12,20,5
413,2024-01,37,18
413,2024-02,37,23
413,2024-03,34,16
413,2024-04,40,21
413,2024-05,24,27
413,2024-06,34,28
413,2024-07,37,20
413,2024-08,27,14
413,2024-09,18,16
413,2024-10,5,7
414,2025-11,2,7
414,2025-12,7,0
415,2024-06,26,20
415,2024-07,24,17
415,2024-08,33,18
415,2024-09,29,14
415,2024-10,25,11
415,2024-11,26,15
415,2024-12,25,18
415,2025-01,20,19
415,2025-02,28,14
415,2025-03,24,16
415,2025-04,31,15
415,2025-05,25,15
415,2025-06,32,13
415,2025-07,24,19
415,2025-08,25,18
415,2025-09,21,14
415,2025-10,30,12
415,2025-11,24,15
415,2025-12,21,13
416,2024-12,37,26
416,2025-01,34,19
416,2025-02,31,20
416,2025-03,33,19
416,2025-04,27,19
416,2025-05,30,16
416,2025-06,32,17
416,2025-07,31,19
416,2025-08,33,17
416,2025-09,32,20
416,2025-10,34,19
416,2025-11,33,17
416,2025-12,41,18
417,2025-08,2,5
417,2025-09,1,5
417,2025-10,0,2
418,2025-10,22,17
418,2025-11,23,20
418,2025-12,25,15
419,2024-12,9,4
419,2025-01,7,9
419,2025-02,6,10
419,2025-03,16,0
419,2025-04,10,4
419,2025-05,0,1
419,2025-06,13,12
419,2025-07,13,6
419,2025-08,9,11
419,2025-09,18,4
419,2025-10,2,0
419,2025-11,15,5
419,2025-12,10,0
420,2023-06,19,9
420,2023-07,26,10
420,2023-08,21,12
420,2023-09,23,13
420,2023-10,22,11
420,2023-11,21,14
420,2023-12,23,17
420,2024-01,26,17
420,2024-02,28,14
420,2024-03,26,14
420,2024-04,28,8
420,2024-05,21,15
420,2024-06,25,13
420,2024-07,16,13
420,2024-08,26,12
420,2024-09,23,19
420,2024-10,22,13
420,2024-11,23,14
420,2024-12,23,14
420,2025-01,18,13
420,2025-02,18,13
420,2025-03,25,13
420,2025-04,19,12
420,2025-05,30,18
420,2025-06,20,12
420,2025-07,22,17
420,2025-08,15,12
420,2025-09,24,14
420,2025-10,21,13
420,2025-11,24,12
420,2025-12,18,13
421,2023-12,36,18
421,2024-01,34,28
421,2024-02,31,22
421,2024-03,44,20
421,2024-04,43,19
421,2024-05,28,19
421,2024-06,32,16
421,2024-07,34,24
421,2024-08,33,20
421,2024-09,41,19
421,2024-10,38,16
421,2024-11,32,20
421,2024-12,40,18
421,2025-01,32,22
421,2025-02,37,18
421,2025-03,33,24
421,2025-04,31,22
421,2025-05,33,25
421,2025-06,38,24
421,2025-07,33,24
421,2025-08,39,23
421,2025-09,34,22
421,2025-10,28,26
421,2025-11,33,20
421,2025-12,30,23
422,2025-05,40,21
422,2025-06,35,21
422,2025-07,37,18
422,2025-08,35,22
422,2025-09,21,16
422,2025-10,14,11
422,2025-11,17,5
423,2024-10,19,7
423,2024-11,4,2
424,2024-10,18,12
424,2024-11,27,9
424,2024-12,16,13
424,2025-01,27,11
424,2025-02,12,12
424,2025-03,16,12
424,2025-04,13,6
424,2025-05,17,16
424,2025-06,13,10
424,2025-07,13,12
424,2025-08,19,7
424,2025-09,24,5
424,2025-10,25,15
424,2025-11,20,14
424,2025-12,18,6
425,2025-07,10,8
425,2025-08,14,8
425,2025-09,10,13
425,2025-10,16,8
425,2025-11,11,5
425,2025-12,15,6
426,2025-01,27,19
426,2025-02,22,21
426,2025-03,23,21
426,2025-04,23,16
426,2025-05,26,12
426,2025-06,29,18
426,2025-07,29,15
426,2025-08,24,19
426,2025-09,27,13
426,2025-10,27,11
426,2025-11,27,18
426,2025-12,26,18
427,2024-03,3,8
427,2024-04,7,3
427,2024-05,7,2
428,2025-12,28,18
429,2025-03,24,12
429,2025-04,24,18
429,2025-05,27,18
429,2025-06,22,20
429,2025-07,24,17
429,2025-08,26,14
429,2025-09,28,18
429,2025-10,37,18
429,2025-11,29,19
429,2025-12,29,16
430,2023-01,7,1
430,2023-02,4,2
431,2025-11,26,6
431,2025-12,14,11
432,2025-12,15,7
433,2024-08,14,5
433,2024-09,7,10
433,2024-10,10,6
433,2024-11,13,0
433,2024-12,12,7
433,2025-01,5,0
433,2025-02,8,7
433,2025-03,12,11
433,2025-04,11,2
433,2025-05,9,2
433,2025-06,10,10
433,2025-07,12,4
433,2025-08,13,4
433,2025-09,0,2
433,2025-10,12,8
433,2025-11,17,7
433,2025-12,16,8
434,2025-11,16,5
434,2025-12,16,16
435,2024-06,45,22
435,2024-07,36,24
435,2024-08,40,22
435,2024-09,32,23
435,2024-10,40,24
435,2024-11,39,21
435,2024-12,41,22
435,2025-01,36,22
435,2025-02,31,22
435,2025-03,40,23
435,2025-04,44,22
435,2025-05,39,25
435,2025-06,47,23
435,2025-07,33,25
435,2025-08,45,21
435,2025-09,41,26
435,2025-10,42,23
435,2025-11,35,22
435,2025-12,39,25
436,2025-05,30,16
436,2025-06,26,25
436,2025-07,30,13
436,2025-08,25,18
436,2025-09,26,15
436,2025-10,32,20
436,2025-11,26,20
436,2025-12,26,22
437,2024-11,11,9
437,2024-12,7,5
437,2025-01,5,9
437,2025-02,17,4
437,2025-03,1,3
437,2025-04,7,2
437,2025-05,5,6
437,2025-06,12,0
437,2025-07,7,6
437,2025-08,5,6
437,2025-09,9,4
437,2025-10,6,6
437,2025-11,6,0
437,2025-12,10,2
438,2024-10,37,25
438,2024-11,35,26
438,2024-12,38,23
438,2025-01,38,20
438,2025-02,37,23
438,2025-03,32,23
438,2025-04,42,24
438,2025-05,43,24
438,2025-06,34,25
438,2025-07,33,22
438,2025-08,36,20
438,2025-09,47,22
438,2025-10,45,23
438,2025-11,34,21
438,2025-12,37,21
439,2023-12,7,6
439,2024-01,9,1
439,2024-02,16,5
439,2024-03,16,9
439,2024-04,14,9
439,2024-05,9,12
439,2024-06,12,8
439,2024-07,9,4
439,2024-08,13,7
439,2024-09,8,2
439,2024-10,6,10
439,2024-11,9,6
439,2024-12,17,3
439,2025-01,9,4
439,2025-02,18,13
439,2025-03,15,9
439,2025-04,9,13
439,2025-05,13,9
439,2025-06,11,6
439,2025-07,18,8
439,2025-08,17,7
439,2025-09,8,5
439,2025-10,12,5
439,2025-11,7,10
439,2025-12,9,7
440,2025-06,31,19
440,2025-07,27,24
440,2025-08,34,18
440,2025-09,37,17
440,2025-10,31,19
440,2025-11,30,19
440,2025-12,34,20
441,2023-08,9,5
441,2023-09,14,1
441,2023-10,10,6
441,2023-11,9,4
441,2023-12,8,7
441,2024-01,6,7
