ticket_id,customer_id,created_date,resolved_date,priority,category
1562,1079,2025-01-16,2025-01-18,Medium,Login Issue
1563,1079,2025-02-25,2025-03-02,High,Login Issue
1564,1079,2025-01-10,2025-01-17,Medium,Bug Report
1565,1081,2025-04-10,2025-04-14,Low,Billing
1566,1082,2023-10-31,2023-11-02,Urgent,Login Issue
1567,1083,2023-12-01,2023-12-02,High,Onboarding
1568,1085,2024-04-29,2024-05-11,Low,Bug Report
1569,1085,2025-03-18,2025-04-03,Medium,Billing
1570,1085,2023-12-09,2023-12-10,Medium,Billing
1571,1085,2023-11-08,,High,Login Issue
1572,1086,2025-07-18,2025-07-19,Low,Onboarding
1573,1086,2024-06-26,2024-06-30,High,Feature Request
1574,1087,2025-08-25,2025-08-28,High,Feature Request
1575,1087,2025-01-17,2025-01-18,Urgent,Login Issue
1576,1087,2025-05-30,2025-06-09,Low,Login Issue
1577,1087,2024-09-02,2024-09-11,High,Onboarding
1578,1088,2024-08-16,2024-08-21,Medium,Feature Request
1579,1088,2023-07-06,2023-07-12,Low,Feature Request
1580,1088,2025-05-08,2025-05-10,High,Feature Request
1581,1089,2024-08-26,2024-08-28,Medium,Onboarding
1582,1089,2025-02-20,2025-02-23,Low,Onboarding
1583,1091,2024-05-14,2024-05-19,High,Login Issue
1584,1091,2025-08-22,2025-08-25,Low,Bug Report
1585,1091,2024-03-26,2024-03-28,Medium,Onboarding
1586,1092,2024-12-04,2024-12-13,Medium,Feature Request
1587,1096,2025-06-13,2025-06-15,Medium,Bug Report
1588,1096,2025-01-07,2025-01-11,High,Onboarding
1589,1096,2023-08-20,2023-08-25,High,Billing
1590,1096,2024-05-05,2024-05-09,Low,Onboarding
1591,1098,2025-03-13,2025-03-19,Medium,Feature Request
1592,1098,2024-02-11,2024-02-12,High,Billing
1593,1098,2023-08-07,2023-08-09,Medium,Bug Report
1594,1099,2024-10-24,2024-10-28,Low,Onboarding
1595,1099,2024-03-25,2024-04-03,Urgent,Onboarding
1596,1102,2023-12-29,2024-01-12,Low,Billing
1597,1102,2024-07-21,2024-07-29,Low,Bug Report
1598,1102,2025-11-26,2025-11-27,Medium,Billing
1599,1102,2023-11-23,2023-11-24,Medium,Onboarding
1600,1107,2025-10-23,2025-10-25,High,Onboarding
1601,1107,2025-04-20,2025-04-23,High,Login Issue
1602,1107,2023-04-05,2023-04-06,Medium,Bug Report
1603,1108,2025-10-21,2025-10-26,Medium,Feature Request
1604,1108,2024-12-16,2024-12-26,High,Login Issue
1605,1110,2023-02-07,,Medium,Login Issue
1606,1111,2024-11-18,2024-12-07,Low,Bug Report
1607,1111,2025-06-13,2025-06-15,Medium,Feature Request
1608,1112,2025-05-16,2025-05-19,Medium,Onboarding
1609,1112,2023-03-23,2023-03-24,Medium,Login Issue
1610,1112,2025-06-13,2025-06-18,Medium,Billing
1611,1112,2024-09-29,,Urgent,Onboarding
1612,1112,2024-03-12,2024-03-15,Low,Onboarding
1613,1113,2024-06-22,2024-06-24,Low,Onboarding
1614,1113,2023-03-19,2023-03-23,Medium,Onboarding
1615,1114,2025-02-28,2025-03-01,Low,Bug Report
1616,1115,2023-03-27,2023-03-31,Medium,Billing
1617,1116,2025-05-14,2025-05-15,Low,Login Issue
1618,1116,2025-07-14,2025-07-15,Medium,Billing
1619,1118,2025-12-25,2026-01-03,Medium,Billing
1620,1118,2024-04-11,2024-04-18,Low,Bug Report
1621,1118,2024-09-18,2024-10-02,High,Onboarding
1622,1119,2025-12-03,2025-12-05,Medium,Login Issue
1623,1119,2023-07-11,2023-07-13,High,Onboarding
1624,1119,2023-06-07,2023-07-03,High,Feature Request
1625,1119,2025-02-03,2025-02-08,Low,Feature Request
1626,1120,2024-06-30,2024-07-02,High,Login Issue
1627,1121,2025-11-22,2025-11-24,High,Billing
1628,1121,2024-01-10,2024-01-18,High,Onboarding
1629,1121,2023-05-24,,Low,Onboarding
1630,1121,2024-11-23,2024-11-24,Low,Login Issue
1631,1122,2024-07-25,2024-07-27,Medium,Onboarding
1632,1124,2023-05-14,,Medium,Feature Request
1633,1126,2025-09-20,2025-09-21,Urgent,Billing
1634,1126,2024-05-18,2024-05-27,High,Billing
1635,1126,2023-09-26,2023-10-01,Medium,Login Issue
1636,1127,2023-10-22,2023-10-27,Low,Login Issue
1637,1127,2024-04-24,2024-04-28,Medium,Onboarding
1638,1128,2024-08-02,2024-08-08,Medium,Billing
1639,1129,2023-02-06,,Low,Billing
1640,1129,2023-01-01,2023-01-02,High,Bug Report
1641,1129,2025-05-14,2025-05-15,Urgent,Login Issue
1642,1130,2024-08-09,2024-08-13,High,Feature Request
1643,1130,2023-10-07,,Medium,Onboarding
1644,1130,2024-06-24,,Low,Billing
1645,1130,2023-12-11,2023-12-24,High,Onboarding
1646,1131,2025-12-12,2025-12-18,Low,Bug Report
1647,1134,2025-02-26,2025-03-01,Low,Billing
1648,1134,2025-05-12,2025-05-25,High,Login Issue
1649,1137,2024-11-12,2024-11-18,Low,Onboarding
1650,1139,2023-08-11,2023-08-12,Low,Billing
1651,1141,2025-05-04,2025-05-09,Low,Login Issue
1652,1141,2023-07-12,2023-07-15,Low,Login Issue
1653,1141,2023-10-26,2023-10-30,Urgent,Onboarding
1654,1141,2023-03-25,2023-03-27,Medium,Feature Request
1655,1141,2025-03-27,2025-03-30,Medium,Bug Report
1656,1143,2023-06-17,2023-06-19,Low,Billing
1657,1144,2023-08-27,2023-08-30,Low,Feature Request
1658,1147,2024-11-25,2024-11-26,High,Onboarding
1659,1147,2025-02-12,2025-02-13,Low,Bug Report
1660,1148,2023-08-12,2023-08-15,Low,Bug Report
1661,1148,2024-01-08,2024-01-10,Medium,Bug Report
1662,1148,2023-08-30,2023-09-01,Low,Feature Request
1663,1149,2024-03-04,2024-03-09,Low,Login Issue
1664,1149,2023-03-12,2023-03-13,Low,Billing
1665,1150,2023-04-14,,Low,Onboarding
1666,1151,2025-09-19,2025-09-23,Medium,Feature Request
1667,1151,2023-10-22,2023-10-24,Urgent,Billing
1668,1152,2023-12-30,2024-01-03,Medium,Onboarding
1669,1153,2025-04-22,2025-04-30,High,Onboarding
1670,1154,2023-01-16,2023-01-19,Low,Feature Request
1671,1154,2023-07-11,2023-07-14,High,Onboarding
1672,1154,2023-01-10,2023-01-18,Low,Billing
1673,1155,2025-11-25,2025-11-28,Low,Feature Request
1674,1156,2025-03-27,2025-04-08,Low,Login Issue
1675,1157,2023-05-17,2023-05-27,Medium,Login Issue
1676,1157,2024-08-06,2024-08-07,Medium,Login Issue
1677,1157,2025-10-26,2025-10-27,Urgent,Login Issue
1678,1158,2025-03-29,2025-04-01,Low,Onboarding
1679,1158,2023-10-02,2023-10-03,Medium,Onboarding
1680,1158,2023-12-10,2023-12-19,Medium,Billing
1681,1160,2023-08-07,2023-08-10,Low,Bug Report
1682,1160,2023-05-17,2023-05-18,Low,Login Issue
1683,1161,2025-05-28,2025-06-02,Low,Feature Request
1684,1161,2024-10-07,2024-10-12,Medium,Bug Report
1685,1161,2023-06-18,2023-06-21,Urgent,Feature Request
1686,1161,2023-07-03,,Medium,Login Issue
1687,1164,2024-02-29,2024-03-07,Urgent,Onboarding
1688,1164,2024-09-08,2024-09-17,Low,Login Issue
1689,1164,2025-10-22,2025-11-02,Low,Billing
1690,1166,2024-05-15,2024-05-16,Low,Onboarding
1691,1166,2023-07-10,2023-07-14,Low,Billing
1692,1167,2025-06-08,2025-06-13,Medium,Feature Request
1693,1167,2024-06-23,2024-06-24,High,Onboarding
1694,1167,2024-01-19,2024-01-23,Low,Login Issue
1695,1167,2023-05-04,2023-05-05,Low,Login Issue
1696,1169,2023-05-12,2023-05-19,Medium,Bug Report
1697,1170,2025-09-12,2025-09-21,Urgent,Login Issue
1698,1174,2025-06-15,2025-06-20,Low,Onboarding
1699,1176,2023-02-13,2023-02-24,Low,Onboarding
1700,1176,2023-10-17,2023-10-19,Low,Bug Report
1701,1176,2025-11-02,2025-11-07,Low,Bug Report
1702,1176,2023-02-12,2023-02-13,High,Onboarding
1703,1177,2023-12-02,2023-12-03,High,Login Issue
1704,1178,2025-07-08,2025-07-11,Low,Onboarding
1705,1178,2023-11-03,2023-11-15,Medium,Billing
1706,1179,2025-10-01,2025-10-09,High,Billing
1707,1180,2023-08-20,2023-08-25,Low,Login Issue
1708,1180,2025-09-18,2025-09-23,Medium,Bug Report
1709,1180,2024-03-17,2024-03-19,Urgent,Billing
1710,1181,2024-02-09,2024-02-10,Medium,Billing
1711,1181,2023-03-22,2023-03-25,Medium,Onboarding
1712,1182,2024-11-20,2024-11-22,Urgent,Billing
1713,1182,2024-08-19,2024-08-21,Medium,Login Issue
1714,1182,2023-10-05,2023-10-06,Urgent,Login Issue
1715,1182,2025-11-16,2025-11-18,Urgent,Onboarding
1716,1182,2025-12-20,2025-12-24,High,Bug Report
1717,1183,2024-08-15,2024-08-25,High,Onboarding
1718,1185,2025-08-07,2025-08-14,Low,Feature Request
1719,1185,2024-07-09,2024-07-11,Low,Billing
1720,1185,2024-02-20,2024-02-26,Low,Billing
1721,1185,2024-12-23,2024-12-28,High,Onboarding
1722,1185,2023-11-15,2023-11-16,High,Billing
1723,1186,2024-01-26,2024-01-30,Low,Bug Report
1724,1187,2025-04-17,2025-04-24,Medium,Feature Request
1725,1188,2023-01-19,2023-01-20,Medium,Onboarding
1726,1188,2024-11-26,2024-11-27,Medium,Onboarding
1727,1189,2023-03-24,2023-03-25,Medium,Bug Report
1728,1189,2023-10-23,2023-10-26,Low,Feature Request
1729,1192,2023-05-21,2023-05-22,Medium,Feature Request
1730,1193,2023-07-13,,Medium,Bug Report
1731,1194,2023-05-21,2023-05-25,High,Feature Request
1732,1195,2023-04-30,2023-05-01,Low,Bug Report
1733,1196,2023-11-11,2023-11-26,Medium,Login Issue
1734,1197,2023-10-27,2023-11-02,Medium,Onboarding
1735,1197,2024-05-13,2024-05-16,High,Billing
1736,1198,2023-01-29,2023-02-07,Medium,Billing
1737,1198,2024-06-26,,High,Feature Request
1738,1198,2025-02-03,2025-02-09,High,Bug Report
1739,1199,2023-08-06,2023-08-10,High,Bug Report
1740,1199,2025-01-06,2025-01-09,High,Feature Request
1741,1200,2025-05-12,2025-05-14,Low,Feature Request
1742,1202,2024-02-01,2024-02-02,Low,Bug Report
1743,1203,2024-02-15,2024-02-16,Medium,Onboarding
1744,1205,2025-01-10,2025-01-15,Urgent,Feature Request
1745,1205,2025-04-22,2025-05-01,High,Billing
1746,1206,2024-04-08,2024-04-16,Low,Login Issue
1747,1207,2023-01-05,2023-01-09,Medium,Bug Report
1748,1207,2024-11-28,2024-11-29,Low,Onboarding
1749,1207,2023-12-26,2023-12-27,Medium,Login Issue
1750,1208,2023-01-18,2023-01-19,Medium,Login Issue
1751,1208,2023-12-16,2023-12-17,Medium,Feature Request
1752,1209,2024-09-01,2024-09-03,Medium,Billing
1753,1209,2024-03-02,2024-03-03,Low,Login Issue
1754,1210,2025-07-25,2025-07-27,Medium,Billing
1755,1210,2023-02-12,2023-02-13,Medium,Bug Report
1756,1210,2025-12-13,2025-12-16,Medium,Onboarding
1757,1211,2025-07-03,2025-07-07,High,Login Issue
1758,1211,2024-05-31,2024-06-06,Low,Onboarding
1759,1216,2025-12-18,2025-12-19,High,Login Issue
1760,1216,2024-02-20,2024-03-02,Low,Billing
1761,1216,2023-08-24,2023-08-27,High,Login Issue
1762,1216,2024-12-13,2024-12-16,High,Billing
1763,1217,2023-04-29,2023-05-12,Low,Bug Report
1764,1219,2024-07-28,2024-07-31,Medium,Feature Request
1765,1224,2024-10-28,2024-10-30,Low,Onboarding
1766,1224,2024-06-04,2024-06-05,Low,Feature Request
1767,1224,2025-09-17,2025-09-26,Low,Billing
1768,1224,2024-04-21,2024-04-27,Low,Feature Request
1769,1226,2023-08-26,2023-08-31,High,Feature Request
1770,1226,2024-03-18,2024-03-21,Low,Bug Report
1771,1228,2023-10-18,2023-10-25,Low,Login Issue
1772,1228,2025-07-28,2025-07-30,Low,Login Issue
1773,1229,2023-03-05,2023-03-06,High,Billing
1774,1229,2024-06-02,2024-06-13,Medium,Login Issue
1775,1229,2024-07-17,2024-07-18,Medium,Login Issue
1776,1233,2024-02-27,,High,Onboarding
1777,1234,2025-02-01,2025-02-03,Urgent,Billing
1778,1235,2025-07-13,2025-07-25,Medium,Onboarding
1779,1236,2025-06-21,2025-06-23,Low,Login Issue
1780,1236,2024-10-08,2024-10-10,Low,Login Issue
1781,1237,2023-11-11,2023-11-12,Low,Bug Report
1782,1241,2024-04-07,2024-04-14,High,Bug Report
1783,1241,2024-04-22,2024-05-01,High,Billing
1784,1241,2025-01-25,2025-01-30,High,Bug Report
1785,1241,2023-11-04,2023-11-10,Medium,Bug Report
1786,1241,2024-01-23,2024-01-25,Low,Billing
1787,1242,2025-04-01,2025-04-06,Medium,Onboarding
1788,1242,2024-06-03,2024-06-04,Medium,Feature Request
1789,1245,2024-04-26,2024-05-02,Low,Bug Report
1790,1246,2024-09-15,2024-09-25,Low,Onboarding
1791,1250,2023-10-17,2023-10-19,Medium,Bug Report
1792,1255,2024-05-18,2024-05-19,Urgent,Billing
1793,1255,2025-05-04,2025-05-09,High,Bug Report
1794,1255,2025-09-13,2025-09-24,High,Login Issue
1795,1257,2023-06-07,2023-06-16,Low,Bug Report
1796,1258,2024-02-11,,Low,Bug Report
1797,1258,2025-11-30,2025-12-05,High,Onboarding
1798,1258,2023-01-11,2023-01-14,Low,Billing
1799,1258,2024-11-10,2024-11-13,Low,Onboarding
1800,1260,2025-06-04,2025-06-15,Low,Login Issue
1801,1261,2025-05-07,2025-05-12,High,Bug Report
1802,1263,2023-03-01,2023-03-05,Medium,Billing
1803,1263,2024-06-20,2024-06-25,Medium,Login Issue
1804,1265,2025-03-04,,High,Onboarding
1805,1265,2023-08-20,2023-08-21,Low,Bug Report
1806,1265,2025-07-23,2025-07-24,Low,Login Issue
1807,1266,2023-03-04,2023-03-06,Medium,Feature Request
1808,1266,2024-03-12,2024-03-13,High,Billing
1809,1266,2023-04-28,2023-05-01,High,Login Issue
1810,1266,2023-04-09,2023-04-11,Low,Billing
1811,1266,2025-03-31,2025-04-02,Medium,Onboarding
1812,1267,2024-07-11,2024-07-14,Low,Onboarding
1813,1267,2023-02-03,2023-02-07,Medium,Bug Report
1814,1267,2025-01-25,2025-01-28,Medium,Login Issue
1815,1267,2024-06-13,2024-06-17,Medium,Feature Request
1816,1268,2023-12-10,2023-12-12,High,Login Issue
1817,1268,2023-09-08,2023-09-12,Low,Onboarding
1818,1270,2025-04-09,2025-04-11,Medium,Billing
1819,1272,2023-09-27,2023-10-10,High,Onboarding
1820,1273,2024-10-27,2024-11-06,Low,Feature Request
1821,1273,2023-01-03,2023-01-09,Medium,Bug Report
1822,1273,2023-02-19,2023-02-27,High,Feature Request
1823,1273,2023-01-04,2023-01-19,Medium,Billing
1824,1274,2024-11-19,2024-11-20,Medium,Onboarding
1825,1274,2023-02-04,,Low,Bug Report
1826,1275,2023-01-03,2023-01-04,High,Feature Request
1827,1277,2024-04-17,2024-04-19,High,Onboarding
1828,1277,2025-06-30,2025-07-03,Low,Login Issue
1829,1277,2025-10-17,2025-10-18,Low,Feature Request
1830,1278,2024-06-19,2024-06-21,Low,Feature Request
1831,1278,2023-05-31,2023-06-04,Urgent,Login Issue
1832,1278,2025-03-09,2025-03-10,High,Billing
1833,1279,2023-12-04,2023-12-08,Low,Feature Request
1834,1281,2025-04-14,2025-04-16,Low,Bug Report
1835,1282,2025-08-25,2025-08-27,Low,Onboarding
1836,1284,2025-10-09,2025-10-18,Low,Bug Report
1837,1284,2025-03-02,2025-03-04,Low,Onboarding
1838,1285,2023-04-07,2023-04-12,Low,Feature Request
1839,1285,2024-03-23,2024-04-02,Low,Feature Request
1840,1289,2024-02-11,2024-02-17,High,Bug Report
1841,1291,2024-07-25,2024-07-30,Medium,Feature Request
1842,1292,2023-01-09,2023-01-11,Medium,Login Issue
1843,1293,2024-04-01,2024-04-07,Medium,Onboarding
1844,1294,2025-05-24,2025-05-25,High,Bug Report
1845,1295,2023-07-15,2023-07-16,Medium,Billing
1846,1296,2025-01-12,2025-01-16,Medium,Bug Report
1847,1296,2024-04-16,2024-04-27,High,Login Issue
1848,1297,2024-01-22,2024-01-24,Medium,Onboarding
1849,1297,2024-05-09,2024-05-11,Medium,Feature Request
1850,1297,2023-05-04,2023-05-08,Low,Onboarding
1851,1298,2025-09-07,2025-09-08,Low,Onboarding
1852,1302,2023-05-20,2023-05-25,High,Onboarding
1853,1302,2025-08-24,2025-08-27,High,Bug Report
1854,1302,2025-11-23,2025-11-24,Urgent,Onboarding
1855,1302,2025-05-07,2025-05-10,Low,Login Issue
1856,1303,2025-08-14,2025-08-15,Medium,Onboarding
1857,1305,2024-03-23,2024-03-27,High,Onboarding
1858,1305,2024-12-28,2024-12-29,Medium,Billing
1859,1305,2024-12-02,2024-12-08,Medium,Onboarding
1860,1305,2023-01-18,2023-01-23,High,Login Issue
1861,1306,2023-10-08,2023-10-09,Low,Billing
1862,1310,2025-11-30,2025-12-01,Medium,Bug Report
1863,1312,2024-07-16,2024-07-18,High,Onboarding
1864,1312,2024-07-03,2024-07-04,High,Bug Report
1865,1312,2024-06-30,2024-07-02,Low,Billing
1866,1312,2025-11-16,2025-11-17,Medium,Bug Report
1867,1312,2023-02-17,2023-02-22,Medium,Onboarding
1868,1313,2024-10-16,2024-10-17,Low,Onboarding
1869,1313,2025-04-20,2025-04-21,Medium,Login Issue
1870,1314,2025-07-06,2025-07-08,High,Onboarding
1871,1315,2023-06-09,2023-06-11,High,Login Issue
1872,1315,2024-02-19,2024-02-20,Medium,Billing
1873,1315,2023-10-17,2023-10-23,Medium,Login Issue
1874,1317,2024-11-05,2024-11-11,Medium,Feature Request
1875,1317,2023-01-08,2023-01-11,High,Login Issue
1876,1317,2024-05-23,2024-05-26,Low,Feature Request
1877,1319,2023-07-22,2023-07-28,High,Bug Report
1878,1319,2024-07-19,2024-07-25,Medium,Feature Request
1879,1320,2023-03-27,2023-04-01,Low,Login Issue
1880,1321,2023-01-13,2023-01-14,Medium,Bug Report
1881,1323,2023-02-17,2023-02-21,Low,Login Issue
1882,1323,2024-11-16,2024-11-20,Low,Billing
1883,1327,2024-06-25,2024-06-27,Low,Feature Request
1884,1327,2023-10-30,2023-10-31,Medium,Feature Request
1885,1330,2024-01-12,2024-01-23,Low,Login Issue
1886,1330,2024-10-20,2024-10-27,High,Billing
1887,1332,2025-01-09,2025-01-12,Medium,Login Issue
1888,1332,2024-06-08,2024-06-10,Medium,Feature Request
1889,1332,2024-11-06,2024-11-09,Medium,Login Issue
1890,1332,2025-08-22,2025-08-25,Urgent,Feature Request
1891,1333,2024-06-29,2024-07-06,High,Bug Report
1892,1333,2024-07-13,2024-07-14,Urgent,Feature Request
1893,1334,2025-04-08,2025-04-13,Low,Billing
1894,1334,2023-02-18,2023-02-23,Urgent,Login Issue
1895,1336,2023-02-07,2023-02-12,Medium,Billing
1896,1336,2023-09-20,2023-09-25,Medium,Bug Report
1897,1336,2024-11-18,,High,Login Issue
1898,1340,2023-05-18,2023-05-25,High,Billing
1899,1340,2025-05-13,2025-05-17,Medium,Bug Report
1900,1341,2023-10-17,2023-10-20,Medium,Login Issue
1901,1341,2024-07-18,2024-07-26,Medium,Onboarding
1902,1341,2024-01-03,2024-01-23,Low,Bug Report
1903,1342,2025-09-19,2025-10-04,Low,Feature Request
1904,1342,2024-12-19,2024-12-23,Medium,Login Issue
1905,1344,2024-07-09,2024-07-14,High,Billing
1906,1344,2025-12-23,2025-12-30,Low,Feature Request
1907,1344,2025-05-29,2025-06-01,Low,Onboarding
1908,1345,2023-04-03,2023-04-08,Medium,Feature Request
1909,1345,2025-03-24,2025-03-26,Low,Bug Report
1910,1346,2025-12-07,2025-12-11,Low,Feature Request
1911,1346,2025-11-30,2025-12-01,Low,Billing
1912,1347,2023-04-25,2023-05-01,High,Onboarding
1913,1347,2025-02-28,2025-03-01,High,Billing
1914,1347,2024-01-06,2024-01-07,Medium,Login Issue
1915,1348,2024-04-12,2024-04-20,Medium,Onboarding
1916,1349,2025-09-19,2025-09-23,Medium,Bug Report
1917,1350,2025-05-10,2025-05-13,Low,Feature Request
1918,1353,2024-12-27,2025-01-05,Low,Billing
1919,1356,2025-03-01,2025-03-03,Low,Login Issue
1920,1358,2024-01-05,2024-01-07,Medium,Bug Report
1921,1358,2023-12-16,2023-12-20,Low,Bug Report
1922,1364,2024-05-13,2024-05-21,Low,Onboarding
1923,1365,2024-09-21,2024-09-22,Low,Feature Request
1924,1366,2024-09-14,2024-09-16,Low,Bug Report
1925,1367,2025-02-27,2025-03-05,Low,Bug Report
1926,1368,2023-07-12,2023-07-30,Medium,Bug Report
1927,1372,2023-10-23,2023-10-28,Low,Onboarding
1928,1372,2023-08-23,2023-08-27,Low,Login Issue
1929,1374,2024-09-19,2024-09-28,Medium,Billing
1930,1374,2025-05-09,2025-05-12,Low,Billing
1931,1376,2023-12-28,2024-01-02,High,Feature Request
1932,1377,2024-06-19,2024-06-21,Medium,Onboarding
1933,1377,2025-01-19,2025-01-22,Low,Onboarding
1934,1378,2024-01-29,2024-02-04,Medium,Onboarding
1935,1378,2025-03-27,2025-03-31,Low,Bug Report
1936,1379,2025-08-28,2025-09-07,Low,Billing
1937,1380,2024-08-26,2024-08-27,High,Onboarding
1938,1383,2024-09-10,2024-09-13,Medium,Feature Request
1939,1386,2023-01-09,2023-01-10,Medium,Login Issue
1940,1388,2023-03-30,,Low,Billing
1941,1388,2025-02-22,2025-02-26,Low,Billing
1942,1388,2024-08-20,2024-08-21,High,Login Issue
1943,1389,2024-08-28,2024-09-05,Medium,Onboarding
1944,1389,2024-04-01,2024-04-02,High,Onboarding
1945,1395,2024-05-18,2024-05-27,High,Bug Report
1946,1397,2023-07-24,2023-07-25,Low,Onboarding
1947,1397,2025-04-01,2025-04-13,Medium,Bug Report
1948,1399,2023-05-06,2023-05-08,High,Login Issue
1949,1400,2023-10-06,2023-10-08,Medium,Billing
1950,1400,2023-05-10,2023-05-14,High,Billing
1951,1400,2024-07-20,,Low,Billing
1952,1400,2025-10-05,2025-10-06,Low,Bug Report
1953,1400,2024-08-25,2024-08-27,Low,Feature Request
1954,1401,2025-06-22,2025-06-27,Low,Billing
1955,1402,2025-11-30,2025-12-01,Medium,Onboarding
1956,1404,2025-01-12,2025-01-14,High,Bug Report
1957,1404,2024-11-21,2024-11-26,Low,Login Issue
1958,1404,2023-01-05,2023-01-08,Medium,Billing
1959,1405,2025-06-27,2025-07-13,Low,Feature Request
1960,1405,2025-09-24,2025-10-09,High,Billing
1961,1405,2023-06-18,2023-06-29,Low,Billing
1962,1406,2025-01-21,2025-02-03,Low,Login Issue
1963,1407,2024-04-05,2024-04-18,High,Onboarding
1964,1407,2024-12-15,2024-12-23,Low,Onboarding
1965,1408,2025-01-18,2025-01-30,Low,Feature Request
1966,1408,2025-07-16,2025-07-17,Medium,Bug Report
1967,1408,2025-11-20,2025-11-27,Medium,Onboarding
1968,1409,2024-03-07,2024-03-11,Medium,Feature Request
1969,1409,2023-08-29,2023-09-01,Low,Onboarding
1970,1409,2025-01-14,2025-01-15,Urgent,Login Issue
1971,1409,2025-12-30,2026-01-01,High,Bug Report
1972,1410,2025-12-08,2025-12-10,Low,Bug Report
1973,1411,2025-07-30,2025-07-31,Medium,Onboarding
1974,1413,2024-06-04,2024-06-16,Low,Login Issue
1975,1414,2023-05-17,2023-05-21,Low,Onboarding
1976,1414,2023-08-19,2023-09-02,High,Login Issue
1977,1415,2025-03-11,2025-03-15,Low,Onboarding
1978,1415,2025-06-27,2025-07-01,High,Billing
1979,1419,2023-01-20,2023-01-22,High,Login Issue
1980,1420,2023-10-24,2023-10-25,Low,Feature Request
1981,1420,2023-10-03,2023-10-04,Low,Onboarding
1982,1420,2025-01-27,2025-02-02,High,Login Issue
1983,1420,2024-08-01,2024-08-08,Medium,Feature Request
1984,1421,2023-10-11,2023-10-12,Low,Onboarding
1985,1421,2024-12-10,,Medium,Feature Request
1986,1421,2023-10-05,2023-10-11,Low,Login Issue
1987,1421,2025-12-16,2025-12-17,High,Feature Request
1988,1422,2023-05-25,2023-05-27,Medium,Onboarding
1989,1424,2025-02-27,2025-03-06,Low,Onboarding
1990,1426,2023-07-15,2023-07-24,Low,Onboarding
1991,1426,2023-09-03,2023-09-13,High,Login Issue
1992,1426,2023-07-28,2023-07-30,Urgent,Onboarding
1993,1427,2023-09-15,2023-09-19,Low,Login Issue
1994,1427,2023-10-15,2023-10-18,High,Billing
1995,1428,2024-07-11,2024-07-16,Medium,Feature Request
1996,1428,2023-01-22,2023-01-28,High,Onboarding
1997,1428,2024-09-14,2024-09-16,Low,Feature Request
1998,1430,2025-08-14,2025-08-26,Low,Onboarding
1999,1431,2024-03-18,2024-03-21,Medium,Login Issue
2000,1431,2025-08-09,2025-08-11,Medium,Login Issue
2001,1433,2024-05-04,2024-05-06,Medium,Feature Request
2002,1433,2025-12-17,2025-12-18,Low,Feature Request
2003,1433,2023-03-18,2023-03-19,Medium,Bug Report
2004,1434,2025-03-04,2025-03-12,Medium,Onboarding
2005,1434,2024-06-21,2024-06-29,Low,Onboarding
2006,1435,2024-01-22,2024-01-25,Medium,Onboarding
2007,1435,2023-05-25,2023-05-28,High,Login Issue
2008,1435,2023-04-10,2023-04-11,Low,Onboarding
2009,1435,2025-05-04,2025-05-06,Low,Bug Report
2010,1435,2025-02-06,2025-02-08,High,Onboarding
2011,1436,2023-11-01,2023-11-09,Medium,Feature Request
2012,1436,2023-01-17,2023-01-20,Urgent,Billing
2013,1436,2024-11-24,2024-11-25,Low,Billing
2014,1437,2024-04-25,2024-04-27,Low,Onboarding
2015,1438,2023-07-28,2023-07-31,Urgent,Feature Request
2016,1438,2023-03-11,2023-03-12,Low,Bug Report
2017,1439,2025-08-06,2025-08-07,Low,Feature Request
2018,1439,2023-09-18,,High,Login Issue
2019,1439,2023-10-02,2023-10-04,Low,Login Issue
2020,1439,2025-12-24,2025-12-27,Urgent,Onboarding
2021,1439,2024-04-10,2024-04-16,Low,Bug Report
2022,1440,2023-12-05,2023-12-07,Low,Login Issue
2023,1442,2023-05-09,2023-05-16,Low,Feature Request
2024,1442,2024-05-16,2024-05-24,Medium,Bug Report
2025,1442,2025-07-17,2025-07-22,Low,Bug Report
2026,1444,2025-07-18,2025-07-21,Medium,Onboarding
2027,1444,2025-01-04,,Medium,Onboarding
2028,1444,2025-04-03,2025-04-07,Medium,Bug Report
2029,1444,2025-12-24,2025-12-27,Low,Onboarding
2030,1444,2023-06-01,2023-06-02,High,Billing
2031,1446,2025-06-03,2025-06-04,Low,Onboarding
2032,1446,2025-03-01,2025-03-03,Low,Feature Request
2033,1446,2024-02-03,2024-02-09,Medium,Billing
2034,1446,2025-06-05,2025-06-09,High,Bug Report
2035,1447,2024-05-10,2024-05-11,Medium,Login Issue
2036,1448,2024-01-09,2024-01-12,Low,Login Issue
2037,1449,2023-07-02,2023-07-04,Low,Bug Report
2038,1449,2023-02-14,2023-02-24,Medium,Billing
2039,1449,2024-12-31,2025-01-01,Medium,Onboarding
2040,1449,2025-03-17,2025-03-19,Medium,Bug Report
2041,1449,2023-05-23,2023-05-25,Low,Onboarding
2042,1450,2023-09-09,2023-09-12,Low,Bug Report
2043,1453,2023-07-19,2023-07-20,Low,Feature Request
2044,1453,2024-02-15,2024-02-17,High,Bug Report
2045,1454,2025-02-10,2025-02-20,Medium,Login Issue
2046,1454,2023-03-24,2023-03-25,Medium,Feature Request
2047,1454,2024-03-03,2024-03-05,Medium,Feature Request
2048,1454,2024-11-30,2024-12-03,Urgent,Bug Report
2049,1455,2023-10-14,2023-10-16,Low,Bug Report
