customer_id,company_name,country,company_size_band,signup_date,acquisition_channel
904,Harris-Lawson,UK,11-50,11-Oct-2023,LinkedIn Ads
905,Adkins LLC,U.S.A,1-10,03/04/2025,Meta Ads
906,"Brown, Hurst and Blevins",Bharat,201-1000,01-Jul-2023,Organic Search
907,Cruz-Allen,United Kingdom,1-10,24/06/2023,
908,"Wheeler, Rice and Levine",Bharat,1-10,08/02/2023,
909,Peck-Anderson,U.S.A,51-200,2023-06-23,
910,"Fisher, Payne and Thompson",USA,1-10,2025-04-29,LinkedIn Ads
911,Best-Townsend,U.K.,1-10,22/10/2023,Referral
912,Matthews Inc,US,1-10,01/07/2024,Google Ads
913,Lewis-Livingston,AUS,,08/02/2025,Referral
914,Hunter-Fuller,Britain,1-10,2023-08-24,
915,"Wang, Henderson and Morales",UK,1-10,08/02/2023,Direct
916,"Herrera, Jensen and Ramirez",U.S.A,1-10,02-Jul-2025,Organic Search
917,Miller-Mccall,UK,11-50,2024-05-17,LinkedIn Ads
918,Herrera Group,AU,51-200,15-Aug-2024,Google Ads
919,"Walters, Davenport and Becker",Britain,51-200,20/12/2024,Google Ads
920,Collins Group,Bharat,1-10,24-May-2023,Meta Ads
921,"Ashley, Allen and Sanchez",Australia,1000+,30-Oct-2025,Meta Ads
922,Wilson-Salazar,CA,1-10,13-Jul-2024,Direct
923,Parker Ltd,USA,,01/05/2023,Google Ads
924,"Yang, Wilson and Zimmerman",Bharat,51-200,06/16/2023,
925,"Smith, Crawford and Reed",IN,51-200,2025-02-09,Meta Ads
926,"Logan, Le and Jackson",US,,31-Jan-2024,Google Ads
927,Brady LLC,US,1-10,28/03/2024,LinkedIn Ads
928,"Tanner, Wise and Johnson",U.S.A,201-1000,16/08/2023,Organic Search
929,Nelson-Brown,USA,1-10,14-May-2023,Direct
930,"Proctor, Burton and Crawford",United States,11-50,12/27/2025,
931,"Ward, Porter and Bradley",Bharat,201-1000,2023-04-17,Meta Ads
932,Moore-Ayala,IN,11-50,11-Oct-2025,Referral
933,"Craig, Wilson and Yang",CA,1-10,2024-10-09,Google Ads
934,Williams Inc,Canada,1000+,2025-05-17,Direct
935,Williams LLC,India,11-50,27-Feb-2023,Referral
936,Mora-White,Australia,11-50,09/08/2023,Direct
937,Tran Ltd,CA,11-50,2023-07-15,
938,"Rios, Walker and Wright",United States,,09/19/2023,Referral
939,"Flores, Mckenzie and Duncan",United States,1-10,17/04/2023,Meta Ads
940,Shaw Inc,AU,11-50,2023-01-22,LinkedIn Ads
941,Walker PLC,United States,11-50,2025-07-18,
942,Finley Inc,UK,11-50,09/16/2023,Meta Ads
943,Cline-Ayala,USA,1-10,01-Apr-2023,Meta Ads
944,Murphy-Tran,USA,11-50,29/10/2023,Organic Search
945,Wood LLC,United States,1-10,2025-05-14,Direct
946,"Mueller, Stevenson and Sanchez",U.S.A,11-50,15-Aug-2025,Meta Ads
947,Vargas-Snyder,UK,,2023-08-03,Referral
948,Oconnor PLC,Bharat,11-50,16-Apr-2024,Google Ads
949,Hernandez Group,AUS,,25-Feb-2024,
950,Hall LLC,United States,1-10,2023-10-19,Google Ads
951,"Franco, Wiley and Tapia",Canada,1-10,10/02/2024,Google Ads
952,Blake Group,United States,,12/27/2023,Direct
953,"Acosta, Garcia and Moreno",India,201-1000,24/11/2024,Meta Ads
954,Barnes Inc,CA,1-10,05/14/2023,Referral
955,Dawson Inc,IN,,29/05/2025,Google Ads
956,Morse PLC,AUS,1-10,11/01/2023,Google Ads
957,Haynes-Watson,United States,51-200,21-Aug-2025,Organic Search
958,"Miller, Davis and Anderson",Britain,1-10,01/02/2024,Meta Ads
959,Jones-Bradley,Britain,1-10,16/03/2023,Referral
960,Bates-Anderson,U.S.A,201-1000,2023-11-18,Meta Ads
961,Green-Edwards,US,11-50,04/16/2024,LinkedIn Ads
962,Haynes-Moss,U.K.,1-10,2025-10-15,Meta Ads
963,Chavez-Hall,United States,51-200,26/08/2024,LinkedIn Ads
964,Taylor PLC,United States,1-10,07-Jan-2025,Google Ads
965,Moore and Sons,Bharat,1-10,16-Jul-2024,Organic Search
966,Owens-Russell,US,51-200,2024-07-31,Referral
967,"Howard, Townsend and Hayes",UK,1-10,03/25/2025,Organic Search
968,Baker-Wilson,IN,51-200,11/28/2024,Meta Ads
969,Aguirre LLC,U.S.A,11-50,2023-03-03,Organic Search
970,"Terry, Williams and Huff",U.K.,1-10,26-Nov-2024,LinkedIn Ads
971,Hernandez-Dawson,United States,201-1000,03/07/2023,Google Ads
972,Foster-Williams,Canada,1-10,03/11/2025,Meta Ads
973,Green-Ewing,IN,1-10,07/10/2023,Organic Search
974,Crane Group,USA,201-1000,2023-05-23,Meta Ads
975,"Adkins, Wright and Murray",U.K.,1-10,2025-11-27,Meta Ads
976,Martinez Inc,U.S.A,51-200,06/09/2025,Meta Ads
977,Anderson Group,U.S.A,11-50,11/22/2023,Direct
978,Parks-Pace,United States,11-50,20-Oct-2023,Referral
979,Aguilar LLC,CA,11-50,07/31/2025,Google Ads
980,Johnson Inc,US,11-50,03/11/2025,Referral
981,Orr Group,UK,11-50,15-Jul-2023,Direct
982,Davis LLC,AU,51-200,08/20/2024,Google Ads
983,Williams Group,United Kingdom,1-10,01/25/2025,Google Ads
984,Jackson PLC,USA,1-10,11/02/2025,Google Ads
985,Underwood-Foster,U.S.A,11-50,03-Feb-2024,Google Ads
986,Reyes Group,IN,11-50,09/19/2025,Google Ads
987,Gomez and Sons,US,1-10,11/27/2023,Google Ads
988,Ramirez-Stephenson,United States,1-10,13/07/2024,
989,Mendez PLC,United Kingdom,11-50,06-Dec-2025,Organic Search
990,Holland Group,United Kingdom,51-200,10/04/2023,Referral
991,Andrade-Mendoza,United States,1-10,2025-05-13,Google Ads
992,Ramirez and Sons,United States,51-200,10-Dec-2023,Google Ads
993,Gonzalez-Wilkerson,UK,201-1000,2024-02-29,Meta Ads
994,"Wright, Mcknight and Stephens",USA,11-50,2023-01-31,Meta Ads
995,Mayo Ltd,IN,1-10,01/25/2025,Referral
996,Castillo-Harrington,Canada,1-10,12/18/2023,Google Ads
997,Durham-Shaw,Bharat,1-10,09/30/2023,Organic Search
998,Nelson-Johnson,United States,11-50,2025-07-08,Organic Search
999,"Robinson, Huang and Osborne",United States,1-10,24/09/2024,
1000,Stokes Group,US,,02/18/2024,Google Ads
1001,"Howard, Silva and Hall",IN,1-10,10/02/2023,Organic Search
1002,Garcia Ltd,IN,1-10,2023-02-18,Organic Search
1003,Adams Ltd,Canada,11-50,2024-03-31,Meta Ads
1004,Gallagher and Sons,U.S.A,1000+,24/05/2023,Google Ads
1005,"Bradford, Salinas and Kelly",USA,11-50,28/04/2024,LinkedIn Ads
1006,Thompson PLC,USA,1-10,05/24/2024,Organic Search
1007,Drake-Wolfe,US,11-50,03/26/2025,LinkedIn Ads
1008,"Johnson, Haynes and Meza",IN,51-200,10-Feb-2023,LinkedIn Ads
1009,"Thomas, Vaughan and Copeland",UK,1-10,12/26/2023,LinkedIn Ads
1010,Weaver-Thompson,USA,,19-Aug-2025,Direct
1011,Davis and Sons,Britain,1000+,2025-03-19,Meta Ads
1012,"Robinson, Fox and Smith",United Kingdom,11-50,12-Sep-2023,Organic Search
1013,"Harris, Anderson and Love",Bharat,11-50,12/14/2024,LinkedIn Ads
1014,Brown-Hernandez,Canada,11-50,2024-05-11,Direct
1015,"Stark, Schroeder and Mathis",Bharat,1-10,30/10/2023,LinkedIn Ads
1016,Yu-Brooks,United States,11-50,26/02/2025,Organic Search
1017,"Foster, Garcia and Turner",Australia,1-10,05/24/2025,Meta Ads
1018,Daugherty Ltd,Britain,1-10,02-Jul-2023,Organic Search
1019,Conner-Yu,Bharat,51-200,2025-03-26,Google Ads
1020,"Stewart, Mann and Hoffman",U.S.A,11-50,11/12/2025,Meta Ads
1021,"Buchanan, Walker and Chapman",India,1-10,23/09/2025,Direct
1022,Gray Ltd,USA,1-10,2024-01-28,Direct
1023,"Phillips, Thompson and Smith",Australia,1-10,13/06/2023,Meta Ads
1024,"Fry, Myers and Gamble",United Kingdom,,2023-01-20,Referral
1025,"Johnson, Guzman and Mccall",United States,11-50,02/08/2025,Direct
1026,"Walker, Cunningham and Zuniga",Bharat,1-10,29/05/2025,Organic Search
1027,Rivera Inc,CA,11-50,2025-02-14,Direct
1028,Reed LLC,Britain,1-10,12/10/2023,Google Ads
1029,Fields Inc,U.S.A,11-50,20-Nov-2025,Google Ads
1030,"Santiago, Daniel and Rogers",US,1000+,04/04/2023,Organic Search
1031,Baker and Sons,United Kingdom,11-50,2024-12-14,Direct
1032,"Jones, Scott and Rodriguez",IN,51-200,2024-02-04,Referral
1033,Williams Group,United States,51-200,09/09/2024,Direct
1034,"Barnes, Jackson and Gutierrez",CA,1-10,2024-05-08,Google Ads
1035,Bell-Bennett,United Kingdom,201-1000,25-Nov-2023,Meta Ads
1036,Kramer-Lane,Bharat,51-200,10-Sep-2023,Direct
1037,"Perez, Hayes and Lloyd",AU,11-50,05/13/2023,Meta Ads
1038,Phillips LLC,Bharat,51-200,2025-06-13,Google Ads
1039,Lynn-Jones,USA,11-50,2023-08-26,Google Ads
1040,Barron and Sons,USA,1000+,05/03/2025,Meta Ads
1041,"Jones, Mcmahon and Spence",UK,11-50,07-Aug-2023,LinkedIn Ads
1042,Wheeler-Austin,AUS,1-10,2025-07-22,Meta Ads
1043,Bush-Reynolds,U.K.,1000+,10/25/2025,Google Ads
1044,"Martin, Preston and Moore",India,,10/10/2025,Direct
1045,Rivera and Sons,Australia,51-200,04/05/2024,Google Ads
1046,Terry-Bowen,IN,1000+,23-Nov-2023,LinkedIn Ads
1047,"Fernandez, Guerrero and Evans",IN,11-50,05/28/2023,Meta Ads
1048,Williams PLC,US,51-200,21/04/2023,Organic Search
1049,"Larsen, Hernandez and Ward",Britain,201-1000,2024-08-19,Google Ads
1050,Miller-Colon,United States,11-50,2023-10-30,Direct
1051,"Greene, Gonzalez and Johnson",U.S.A,201-1000,01/03/2024,Google Ads
1052,Little Inc,CA,1-10,16/05/2024,Google Ads
1053,Anthony-Parker,IN,51-200,07/03/2023,Referral
1054,Ruiz-Jacobson,United States,1-10,2023-08-27,LinkedIn Ads
1055,Davis-Stephens,Britain,51-200,07/14/2024,Google Ads
1056,Watson Group,USA,1-10,07/23/2023,Organic Search
1057,Lopez-Williams,Australia,11-50,2025-03-17,LinkedIn Ads
1058,Marshall-Perez,India,1-10,29-Aug-2023,Organic Search
1059,Elliott-Hernandez,USA,51-200,2024-02-27,Google Ads
1060,"Contreras, Miller and Cooper",CA,1000+,14/01/2025,Google Ads
1061,"Gutierrez, Avila and Perez",US,11-50,29-Dec-2025,Organic Search
1062,Randall PLC,Bharat,,05/03/2024,
1063,Sheppard-Mcdaniel,USA,11-50,10/02/2023,Google Ads
1064,Armstrong-Young,US,11-50,17-Jun-2024,Direct
1065,Miller-Orr,Bharat,11-50,21/10/2023,Google Ads
1066,"Johnson, Duncan and Black",Bharat,11-50,11/13/2025,LinkedIn Ads
1067,"Byrd, Oliver and Martinez",USA,1-10,08-Jun-2023,LinkedIn Ads
1068,Thompson-Joyce,IN,51-200,2024-11-14,Google Ads
1069,Stokes and Sons,USA,1000+,14-Feb-2025,Referral
1070,Henderson Ltd,Britain,11-50,2023-07-15,Organic Search
1071,Harris-Carson,Australia,201-1000,10/13/2024,Meta Ads
1072,Flowers LLC,UK,1-10,06/14/2024,LinkedIn Ads
1073,Bartlett-Sloan,U.K.,201-1000,04/19/2023,Organic Search
1074,Miller PLC,India,1000+,06/17/2025,Referral
1075,Arnold-Gates,UK,11-50,2024-09-17,Google Ads
1076,"Ellis, Marks and Buchanan",India,,05/06/2024,Google Ads
1077,"Matthews, Harrington and Rodriguez",Australia,51-200,2025-05-18,Direct
1078,Hernandez PLC,UK,51-200,2023-01-15,Organic Search
1079,"Chang, Ayers and Buckley",India,201-1000,08-Dec-2025,Google Ads
1080,"Chan, Floyd and Dillon",CA,11-50,11/10/2025,Meta Ads
1081,Humphrey-Baker,Australia,1-10,08/17/2024,Meta Ads
1082,"Washington, Lynch and Johnson",US,51-200,11/21/2025,Google Ads
1083,Powell-Montgomery,United States,,31/07/2025,Meta Ads
1084,"Steele, Williams and Preston",United Kingdom,11-50,07/27/2023,Google Ads
1085,Vaughn-Williams,U.S.A,1-10,15-Jan-2023,Organic Search
1086,Mccall-Prince,USA,1-10,05-Jul-2024,LinkedIn Ads
1087,Morgan LLC,India,201-1000,05/01/2025,Organic Search
1088,Ramirez-Vasquez,US,1-10,06-Mar-2023,Google Ads
1089,"Cohen, Compton and Perez",U.S.A,51-200,10/11/2025,Organic Search
1090,Mccann-Ramos,Britain,,2023-09-27,Google Ads
1091,Adams-Butler,India,51-200,04/17/2023,Meta Ads
1092,"Davis, Alexander and Mcintyre",U.K.,1-10,22/09/2025,LinkedIn Ads
1093,Figueroa-Malone,United States,1000+,2024-06-23,Google Ads
1094,Nicholson-Robertson,Bharat,1-10,2024-01-07,Referral
1095,Jones Ltd,United States,1000+,2024-07-14,Direct
1096,"Powell, Deleon and Warren",AUS,11-50,04/14/2025,Organic Search
1097,"Johnson, Lee and Whitaker",Britain,1-10,04/16/2023,Meta Ads
1098,Wright Group,United States,1-10,01/08/2024,Google Ads
1099,Hull Ltd,United States,1-10,2025-06-01,Direct
1100,Hill Group,Bharat,1-10,24-Sep-2023,Organic Search
1101,"Sanders, Leblanc and Maldonado",US,11-50,2024-03-06,Google Ads
1102,Watson PLC,USA,51-200,31-Jan-2024,Direct
1103,Thompson-Harrell,U.S.A,11-50,18-Feb-2024,Google Ads
1104,"Arnold, Cooper and Monroe",AU,201-1000,2024-12-12,LinkedIn Ads
1105,Curry-Barker,United Kingdom,11-50,2023-12-08,
1106,Johnson-Williams,Bharat,51-200,2024-01-25,Meta Ads
1107,"Chan, Lewis and Walker",U.S.A,11-50,10/03/2025,Meta Ads
1108,Byrd LLC,United Kingdom,11-50,16/11/2025,Organic Search
1109,"Ortiz, Smith and Deleon",US,1-10,01/09/2023,
1110,"Smith, Buck and Holland",CA,1-10,30/09/2023,Referral
1111,"Owen, Walker and Franklin",United Kingdom,11-50,12-Dec-2024,Direct
1112,Marquez-Fletcher,IN,1-10,26/08/2024,Google Ads
1113,Coleman-Bennett,IN,1-10,2023-12-28,Google Ads
1114,Stevens-Robinson,Bharat,201-1000,21/02/2025,Meta Ads
1115,Byrd-Holloway,Australia,1-10,26/10/2024,Organic Search
1116,Silva-Smith,Britain,1-10,24/01/2025,LinkedIn Ads
1117,"Levy, Franco and Hoffman",U.S.A,11-50,01/05/2024,Google Ads
1118,"Lynch, Evans and Rodriguez",India,1-10,05/23/2023,LinkedIn Ads
1119,Rogers LLC,USA,,2023-01-25,Meta Ads
1120,"Nguyen, Hill and Douglas",United States,,2024-07-02,Organic Search
1121,"Evans, Hernandez and Cannon",U.K.,1-10,24/06/2023,LinkedIn Ads
1122,Trujillo PLC,U.S.A,1-10,2023-11-13,LinkedIn Ads
1123,Guerrero-Becker,Australia,1-10,30/08/2024,
1124,"Johnson, Jimenez and Phillips",U.S.A,1-10,02/28/2025,Organic Search
1125,Sullivan-Doyle,Bharat,11-50,19-Aug-2023,Direct
1126,"Erickson, Armstrong and Lee",US,11-50,31/08/2023,
1127,"Reeves, Parks and Little",US,51-200,07-Jan-2024,Google Ads
1128,Knox-Powers,United States,201-1000,2024-07-09,Organic Search
1129,"Evans, Jackson and Sandoval",India,1-10,10/28/2023,Meta Ads
1130,"White, Davis and Anderson",Australia,1000+,25/05/2025,Meta Ads
1131,Hardy-Hansen,IN,11-50,15-Oct-2024,LinkedIn Ads
1132,Arroyo LLC,USA,11-50,23/02/2025,LinkedIn Ads
1133,"Davis, Kelly and Garner",U.S.A,11-50,15/12/2025,Organic Search
1134,Fisher-Eaton,USA,11-50,05-Feb-2023,LinkedIn Ads
1135,Green-Carter,USA,11-50,08/26/2024,Referral
1136,Ruiz Ltd,USA,51-200,2023-04-25,Google Ads
1137,"Carpenter, Oliver and Kennedy",IN,1-10,31/01/2025,Google Ads
1138,Mason Ltd,US,1-10,17/10/2023,Google Ads
1139,Moreno-Gutierrez,IN,51-200,14-Oct-2023,Organic Search
1140,Taylor and Sons,United Kingdom,1-10,10/08/2024,Google Ads
1141,Ortiz-Hudson,United Kingdom,51-200,22-Mar-2025,Organic Search
1142,Thomas-Huffman,CA,11-50,10/04/2024,Google Ads
1143,Maxwell Group,IN,1-10,2023-04-25,Google Ads
1144,Welch-Thompson,AUS,1-10,04-Sep-2025,Organic Search
1145,"Brown, Hayes and Clark",India,1-10,2024-07-06,Google Ads
1146,Johnston and Sons,USA,1-10,07/08/2023,Organic Search
1147,Glover-Chan,India,1-10,05/07/2024,Direct
1148,Mendez Ltd,US,201-1000,07/10/2023,Google Ads
1149,Powell-Sanford,U.K.,51-200,03/11/2025,Direct
1150,Smith-Ferguson,AU,,07/26/2023,Referral
1151,"Watson, Smith and Morris",United Kingdom,1-10,17/08/2024,Organic Search
1152,"Lee, Rhodes and Sims",AU,51-200,16-Oct-2023,Google Ads
1153,Perez LLC,UK,1-10,11/25/2024,
1154,Anderson-Reyes,United States,11-50,09-Nov-2023,
1155,"Torres, Brown and Williams",United Kingdom,1-10,18-Oct-2025,Meta Ads
1156,Bryant-Meyer,U.K.,1-10,02-Jul-2023,Organic Search
1157,"Morgan, Barron and Cowan",IN,201-1000,15-Oct-2023,Direct
1158,Ferrell-Henry,UK,11-50,06/21/2025,Referral
1159,Martin Group,U.K.,11-50,2023-03-29,Organic Search
1160,Perez Ltd,United States,11-50,08/18/2024,Organic Search
1161,Clark Inc,IN,11-50,12/08/2025,LinkedIn Ads
1162,"Wagner, Martinez and Dawson",IN,1-10,06/06/2025,Meta Ads
1163,Brooks Ltd,U.S.A,1-10,23/08/2023,Google Ads
1164,Wise-Dean,United States,1-10,17/02/2025,Referral
1165,"Vang, Stanley and Valdez",United States,1-10,05/16/2025,
1166,Williams Inc,U.S.A,11-50,2025-05-09,Organic Search
1167,Wallace-Martinez,AUS,1000+,12/01/2024,Meta Ads
1168,Wells-Hernandez,UK,11-50,13/06/2025,
1169,"Jennings, Smith and Fisher",USA,51-200,25-Oct-2024,Referral
1170,Bates LLC,U.S.A,11-50,30-Oct-2023,Meta Ads
1171,"Obrien, Taylor and Rivas",United Kingdom,201-1000,2025-07-11,Referral
1172,Hunt PLC,USA,51-200,10/05/2025,Referral
1173,Campbell Inc,Canada,51-200,2025-01-28,Google Ads
1174,Gonzalez-Gonzalez,Bharat,11-50,22-Jul-2025,Meta Ads
1175,Decker-Dudley,USA,11-50,07/28/2025,Google Ads
1176,Warner-Phillips,U.S.A,51-200,2024-08-03,Direct
1177,Kelley and Sons,Australia,11-50,2023-07-03,Organic Search
1178,"Fitzpatrick, Rivera and Smith",Bharat,51-200,03/08/2023,Referral
1179,"Davis, Rodriguez and Andrews",U.S.A,11-50,09/12/2023,Referral
1180,Hernandez-Davis,US,11-50,04/03/2024,Meta Ads
1181,"Jones, Cummings and Conway",India,1-10,29-Apr-2025,Google Ads
1182,"Hall, Hinton and Phillips",U.S.A,11-50,2024-05-10,Meta Ads
1183,Williams-Li,AU,1-10,28-May-2025,Organic Search
1184,Phelps LLC,Britain,1-10,04/18/2024,Referral
1185,"Edwards, Rodgers and Davis",AU,51-200,2024-06-16,Google Ads
1186,Smith and Sons,UK,11-50,2023-02-26,LinkedIn Ads
1187,"Holland, Murphy and Kline",India,11-50,18/07/2025,Referral
1188,"Adams, Quinn and Watson",USA,51-200,2025-02-13,Organic Search
1189,White-Morales,Bharat,1-10,31-Jul-2023,Direct
1190,Nelson-Cruz,Australia,11-50,06/08/2023,Meta Ads
1191,Marsh-Banks,IN,11-50,31-May-2023,Organic Search
1192,Wilson Ltd,IN,1-10,2023-11-26,Google Ads
1193,"Brown, Dunlap and Moore",US,11-50,11-Dec-2024,Organic Search
1194,Pruitt-Webb,Canada,11-50,02-Mar-2023,LinkedIn Ads
1195,"Gregory, White and James",USA,1-10,02-Mar-2023,Google Ads
1196,Carr-Huffman,USA,1-10,07/08/2023,Organic Search
1197,"Mcpherson, Anderson and Knapp",Britain,1-10,01/31/2024,Google Ads
1198,Clay Group,US,51-200,12/06/2023,Direct
1199,Brown Ltd,U.K.,11-50,14-Oct-2024,Organic Search
1200,Smith-Oneill,Australia,1-10,09-Jul-2025,Google Ads
1201,"Saunders, Ray and Cunningham",Bharat,11-50,22/12/2025,Google Ads
1202,"Marks, Stone and Watts",United States,51-200,16-Mar-2024,Meta Ads
1203,"Davis, Stanley and Wright",Bharat,1-10,2024-11-04,Organic Search
1204,Alvarado-Davidson,USA,1-10,2025-12-15,Organic Search
1205,Combs PLC,Britain,1-10,06/10/2025,Meta Ads
1206,"Brown, Schneider and Moore",US,1-10,12/05/2025,LinkedIn Ads
1207,Christian-Booth,U.K.,11-50,06-Feb-2023,Referral
1208,Walton LLC,U.S.A,,2023-03-17,Direct
1209,Rivera LLC,Britain,1-10,08-Sep-2024,Referral
1210,Hunter PLC,United Kingdom,1-10,2025-03-16,Direct
1211,"Gray, Montoya and Miller",AU,,30-Jul-2023,Google Ads
1212,Solis-West,AU,1-10,2025-06-11,Google Ads
1213,West-Wilson,Canada,,15-Jun-2024,Google Ads
1214,Mcgee-Smith,U.S.A,51-200,06-Jul-2024,Direct
1215,Gutierrez-Hawkins,AU,11-50,04/26/2025,Organic Search
1216,Petersen PLC,IN,51-200,2024-10-21,LinkedIn Ads
1217,"Walsh, Wu and Hart",USA,51-200,26/02/2024,Google Ads
1218,"Powers, Clements and Cox",Britain,11-50,20-Jan-2024,Meta Ads
1219,Velasquez Group,IN,51-200,18-Jul-2025,Referral
1220,Castro-Harvey,U.S.A,1-10,17-Nov-2025,LinkedIn Ads
1221,Moran-Cox,Canada,11-50,10/29/2023,
1222,Wilson-Malone,United States,51-200,2025-09-02,LinkedIn Ads
1223,Smith LLC,USA,11-50,05-Nov-2023,LinkedIn Ads
1224,"Brandt, Carter and Boyd",U.S.A,1-10,05/15/2025,Google Ads
1225,"Rodriguez, Prince and Vasquez",United Kingdom,11-50,2023-04-13,
1226,"Newton, Ortiz and King",UK,11-50,05/15/2023,Meta Ads
1227,Lopez Group,United States,51-200,26/03/2024,Referral
1228,Bryant and Sons,US,51-200,08/12/2024,Google Ads
1229,"Morgan, Sherman and Williams",Bharat,1-10,05/03/2024,Organic Search
1230,"Monroe, Chapman and Barton",United States,11-50,29/08/2025,Google Ads
1231,Ellis-Lawrence,India,1000+,2024-12-22,Organic Search
1232,"Taylor, Porter and Moreno",United States,51-200,2024-08-18,LinkedIn Ads
1233,Tran Group,US,11-50,15-Jul-2025,Meta Ads
1234,"Webb, Romero and Morse",United States,1-10,12/23/2024,Meta Ads
1235,Holt and Sons,United States,1000+,10/30/2023,Referral
1236,"Ochoa, Garcia and Sandoval",U.S.A,1-10,2025-01-06,Google Ads
1237,"Andrade, Gordon and Cruz",CA,1-10,12/15/2025,Direct
1238,"Moon, Farmer and Hill",CA,1-10,2024-09-25,Organic Search
1239,Waller-Chavez,Britain,1-10,12/11/2024,Direct
1240,Taylor PLC,Bharat,11-50,16-Aug-2024,Organic Search
1241,"Tanner, Hunt and Cameron",United States,,03/21/2024,Organic Search
1242,"Valencia, Joseph and Walls",United States,1-10,13/04/2023,Meta Ads
1243,"Robinson, Clark and Klein",CA,1000+,20/10/2023,Google Ads
1244,"Reed, Chambers and Zavala",US,51-200,2024-05-24,Organic Search
1245,"Hester, Thompson and Daniels",AUS,1-10,28/09/2024,LinkedIn Ads
1246,"Morris, Wilson and Bell",India,1-10,05/27/2024,Organic Search
1247,Aguilar-Bender,Britain,1-10,13-Jun-2025,LinkedIn Ads
1248,"Butler, Adkins and Skinner",Britain,,08/13/2025,LinkedIn Ads
1249,Rich-Henderson,USA,51-200,11-Sep-2024,Organic Search
1250,Mills Inc,U.S.A,11-50,09/15/2023,Google Ads
1251,Thomas-Santiago,Australia,1-10,23-Apr-2023,Direct
1252,Adams and Sons,U.K.,1-10,05/05/2023,Organic Search
1253,Vega-Thomas,Britain,1-10,07-Oct-2023,Organic Search
1254,Vaughn LLC,India,11-50,2025-09-20,Google Ads
1255,Molina Inc,UK,1-10,2024-02-23,Google Ads
1256,Cervantes-Garcia,U.S.A,51-200,01/12/2024,Referral
1257,"Stevenson, Hancock and Newton",AU,11-50,10/09/2023,Organic Search
1258,"Price, Dixon and Robles",USA,11-50,02-Sep-2025,Meta Ads
1259,"Roberts, Beck and House",IN,51-200,2025-03-01,Google Ads
1260,Butler-French,United States,1-10,03/08/2025,Meta Ads
1261,"Edwards, Arnold and Smith",US,11-50,13-Oct-2023,Organic Search
1262,Harris-Melton,UK,201-1000,15/12/2024,LinkedIn Ads
1263,Greer-Pruitt,US,51-200,30-Jul-2025,Referral
1264,"Mckinney, Richardson and Chapman",Canada,11-50,17-Sep-2025,LinkedIn Ads
1265,"Morrison, Parsons and Brandt",US,11-50,13/12/2024,
1266,Cole-Lucero,United States,201-1000,19/10/2025,LinkedIn Ads
1267,Lopez and Sons,USA,51-200,2025-02-25,LinkedIn Ads
1268,"Palmer, Bennett and Patterson",United States,51-200,23-Jun-2025,Organic Search
1269,"Baker, Martin and Singleton",U.S.A,1-10,02/12/2025,Organic Search
1270,Rivera Ltd,U.K.,1-10,06/04/2024,Google Ads
1271,Williams LLC,United States,1-10,07/17/2023,Referral
1272,"Williams, Randolph and Gilbert",United Kingdom,1-10,11/28/2024,Organic Search
1273,"Turner, Tyler and Pierce",USA,11-50,2025-08-28,Meta Ads
1274,Bowers LLC,Britain,11-50,05/26/2023,Google Ads
1275,"Robinson, White and Jones",US,1-10,16-Feb-2023,Direct
1276,"Moore, Daniels and Powell",USA,1-10,12-Aug-2024,Organic Search
1277,Walker-Lewis,United States,11-50,2023-08-16,Direct
1278,Rivera-Carter,US,1-10,15-Feb-2024,Referral
1279,"Moreno, Barajas and Colon",Canada,11-50,2024-04-27,Referral
1280,"Smith, Caldwell and Griffin",United States,11-50,02/05/2025,Organic Search
1281,"Austin, Oliver and Haley",United States,1-10,02-Aug-2023,LinkedIn Ads
1282,"Blackwell, James and Hogan",India,201-1000,02/13/2023,Google Ads
1283,Cruz PLC,Bharat,11-50,02/07/2023,Google Ads
1284,"Campbell, Pruitt and Short",Bharat,1-10,10-Oct-2023,Google Ads
1285,Robertson-Hicks,U.S.A,,2023-04-29,Google Ads
1286,Williams-Villanueva,Canada,51-200,2024-05-26,Google Ads
1287,Flores Inc,USA,1-10,2024-08-21,Meta Ads
1288,Jackson PLC,USA,51-200,10/10/2025,Referral
1289,"Smith, Jones and Santiago",IN,201-1000,2024-08-22,Google Ads
1290,Hancock Group,U.S.A,1-10,22/09/2025,Google Ads
1291,Harris Ltd,USA,11-50,09/09/2023,Referral
1292,"Rowe, Lucas and Case",IN,1-10,22-Aug-2023,Referral
1293,"Parks, Johnson and Love",Australia,1-10,05/03/2023,Organic Search
1294,Miller Inc,UK,11-50,2024-02-26,Organic Search
1295,Bauer PLC,U.K.,201-1000,23-Feb-2023,Referral
1296,Andrews and Sons,AU,51-200,03/19/2024,Meta Ads
1297,Russell-Hayes,Bharat,51-200,27-Apr-2023,Organic Search
1298,Hamilton-Smith,AU,11-50,08/07/2025,Organic Search
1299,"Wilson, Smith and Cortez",UK,201-1000,28/09/2023,Meta Ads
1300,Avila PLC,IN,11-50,22-Nov-2024,Google Ads
1301,Haynes Inc,Bharat,1-10,26/01/2023,Organic Search
1302,Reilly-Rodriguez,United Kingdom,1-10,19/06/2025,Google Ads
1303,"Turner, Miller and Hubbard",United Kingdom,201-1000,20-Jul-2024,Organic Search
1304,James-Short,IN,201-1000,2024-06-15,Google Ads
1305,Wells PLC,United States,51-200,13/01/2024,
