customer_id,company_name,country,company_size_band,signup_date,acquisition_channel,signup_date_ambiguous
841,Sellers-Riddle,United Kingdom,51-200,2024-08-10,LinkedIn Ads,True
842,"Martinez, Cline and Wright",United States,1-10,2023-04-22,Google Ads,False
843,"Morris, Wright and Bridges",United States,11-50,2023-03-25,Direct,False
844,Burns-Ray,Australia,1-10,2023-09-11,Google Ads,False
845,Burton-Brooks,United Kingdom,11-50,2023-09-01,,True
846,Schultz Inc,India,1-10,2023-02-23,Direct,False
847,Robertson-Ramirez,Australia,1-10,2023-03-01,Referral,False
848,Gibson-Freeman,United Kingdom,1000+,2024-11-05,Organic Search,True
849,"Smith, Schroeder and Oconnor",United States,1-10,2024-02-08,Google Ads,True
850,"Stanton, Reid and Terry",United States,1-10,2023-12-31,,False
851,Flynn Group,United States,11-50,2024-06-08,Direct,True
852,Donaldson and Sons,India,11-50,2023-09-26,Google Ads,False
853,Adams-Clayton,Australia,11-50,2024-07-03,LinkedIn Ads,True
854,Kelley-Anderson,United Kingdom,1-10,2023-07-10,Meta Ads,True
855,Kramer-Shannon,Canada,11-50,2024-08-18,Google Ads,False
856,Williams Ltd,India,,2024-05-24,,False
857,Smith-Noble,United Kingdom,1-10,2025-04-25,Organic Search,False
858,Alexander Inc,United Kingdom,51-200,2023-08-22,LinkedIn Ads,False
859,Harris-Barker,United States,11-50,2024-10-04,LinkedIn Ads,False
860,Khan LLC,United States,1-10,2024-03-08,Organic Search,False
861,Baxter LLC,United Kingdom,11-50,2023-12-01,Google Ads,True
862,Pena LLC,Australia,1-10,2025-09-23,Referral,False
863,Watson Ltd,Australia,1-10,2023-09-14,Google Ads,False
864,Barber-Fischer,Australia,11-50,2025-09-12,Organic Search,True
865,Rios-Padilla,United States,11-50,2023-10-31,Google Ads,False
866,Lewis Inc,Canada,201-1000,2023-10-02,Organic Search,True
867,Wheeler PLC,United States,11-50,2023-07-30,Organic Search,False
868,"Wallace, Smith and Cooper",United States,11-50,2025-09-22,Organic Search,False
869,Mcneil Group,United States,1-10,2025-12-17,Organic Search,False
870,"Anderson, Jones and Reyes",Australia,11-50,2025-10-10,Organic Search,True
871,"Shaffer, Garcia and Richardson",United States,1-10,2025-08-19,Google Ads,False
872,Taylor-Ayala,Canada,201-1000,2023-09-26,Organic Search,False
873,May Ltd,India,1-10,2024-02-29,Organic Search,False
874,Bishop and Sons,United States,51-200,2023-07-26,Direct,False
875,Bell-Lewis,Canada,11-50,2024-06-18,Google Ads,False
876,"Hernandez, Jenkins and Parks",Australia,1-10,2025-05-31,Google Ads,False
877,Goodwin PLC,India,201-1000,2024-07-01,Referral,False
878,"Cruz, Richmond and Edwards",India,1000+,2025-07-25,Referral,False
879,Wright Ltd,Australia,1-10,2025-11-04,Organic Search,True
880,Wright PLC,India,51-200,2025-06-23,LinkedIn Ads,False
881,"Griffith, Mitchell and Pugh",United States,51-200,2023-09-09,LinkedIn Ads,True
882,Abbott Ltd,Australia,1-10,2024-11-30,Google Ads,False
883,Harris-Lawson,United States,51-200,2023-07-11,LinkedIn Ads,True
884,Adkins LLC,United Kingdom,1000+,2025-07-28,LinkedIn Ads,False
885,"Brown, Hurst and Blevins",United States,201-1000,2025-11-25,Google Ads,False
886,Cruz-Allen,United Kingdom,51-200,2023-03-17,,False
887,"Wheeler, Rice and Levine",United Kingdom,201-1000,2024-10-04,Google Ads,True
888,Peck-Anderson,India,201-1000,2024-02-25,Organic Search,False
889,"Fisher, Payne and Thompson",Australia,51-200,2025-08-04,Referral,True
890,Best-Townsend,India,11-50,2023-09-16,LinkedIn Ads,False
891,Matthews Inc,United Kingdom,1-10,2023-02-17,Referral,False
892,Lewis-Livingston,India,51-200,2023-08-15,Referral,False
893,Hunter-Fuller,United States,1-10,2025-07-08,Organic Search,True
894,"Wang, Henderson and Morales",United States,51-200,2023-10-14,LinkedIn Ads,False
895,"Herrera, Jensen and Ramirez",Australia,1-10,2025-07-19,Organic Search,False
896,Miller-Mccall,United Kingdom,1-10,2025-02-09,Google Ads,True
897,Herrera Group,Australia,11-50,2025-10-18,Direct,False
898,"Walters, Davenport and Becker",Australia,1-10,2025-11-01,Organic Search,False
899,"Ashley, Allen and Sanchez",India,1-10,2025-08-27,Google Ads,False
900,Wilson-Salazar,India,,2023-08-14,Organic Search,False
901,"Yang, Wilson and Zimmerman",United States,1-10,2024-09-13,Google Ads,False
902,"Smith, Crawford and Reed",United States,1-10,2024-08-03,Referral,False
903,"Logan, Le and Jackson",United States,11-50,2025-05-05,Meta Ads,True
904,Brady LLC,United Kingdom,11-50,2023-10-11,LinkedIn Ads,False
905,"Tanner, Wise and Johnson",United States,1-10,2025-04-03,Meta Ads,True
906,Nelson-Brown,India,201-1000,2023-07-01,Organic Search,False
907,"Proctor, Burton and Crawford",United Kingdom,1-10,2023-06-24,,False
908,"Ward, Porter and Bradley",India,1-10,2023-02-08,,True
909,Moore-Ayala,United States,51-200,2023-06-23,,False
910,"Craig, Wilson and Yang",United States,1-10,2025-04-29,LinkedIn Ads,False
911,Williams LLC,United Kingdom,1-10,2023-10-22,Referral,False
912,Mora-White,United States,1-10,2024-07-01,Google Ads,True
913,Tran Ltd,Australia,,2025-02-08,Referral,True
914,"Rios, Walker and Wright",United Kingdom,1-10,2023-08-24,,False
915,"Flores, Mckenzie and Duncan",United Kingdom,1-10,2023-02-08,Direct,True
916,Shaw Inc,United States,1-10,2025-07-02,Organic Search,False
917,Walker PLC,United Kingdom,11-50,2024-05-17,LinkedIn Ads,False
918,Finley Inc,Australia,51-200,2024-08-15,Google Ads,False
919,Cline-Ayala,United Kingdom,51-200,2024-12-20,Google Ads,False
920,Murphy-Tran,India,1-10,2023-05-24,Meta Ads,False
921,Wood LLC,Australia,1000+,2025-10-30,Meta Ads,False
922,"Mueller, Stevenson and Sanchez",Canada,1-10,2024-07-13,Direct,False
923,Vargas-Snyder,United States,,2023-05-01,Google Ads,True
924,Oconnor PLC,India,51-200,2023-06-16,,False
925,Hernandez Group,India,51-200,2025-02-09,Meta Ads,False
926,Hall LLC,United States,,2024-01-31,Google Ads,False
927,"Franco, Wiley and Tapia",United States,1-10,2024-03-28,LinkedIn Ads,False
928,"Acosta, Garcia and Moreno",United States,201-1000,2023-08-16,Organic Search,False
929,Barnes Inc,United States,1-10,2023-05-14,Direct,False
930,Dawson Inc,United States,11-50,2025-12-27,,False
931,Morse PLC,India,201-1000,2023-04-17,Meta Ads,False
932,Haynes-Watson,India,11-50,2025-10-11,Referral,False
933,"Miller, Davis and Anderson",Canada,1-10,2024-10-09,Google Ads,False
934,Jones-Bradley,Canada,1000+,2025-05-17,Direct,False
935,Bates-Anderson,India,11-50,2023-02-27,Referral,False
936,Green-Edwards,Australia,11-50,2023-08-09,Direct,True
937,Haynes-Moss,Canada,11-50,2023-07-15,,False
938,Chavez-Hall,United States,,2023-09-19,Referral,False
939,Taylor PLC,United States,1-10,2023-04-17,Meta Ads,False
940,Moore and Sons,Australia,11-50,2023-01-22,LinkedIn Ads,False
941,Owens-Russell,United States,11-50,2025-07-18,,False
942,"Howard, Townsend and Hayes",United Kingdom,11-50,2023-09-16,Meta Ads,False
943,Baker-Wilson,United States,1-10,2023-04-01,Meta Ads,False
944,Aguirre LLC,United States,11-50,2023-10-29,Organic Search,False
945,"Terry, Williams and Huff",United States,1-10,2025-05-14,Direct,False
946,Hernandez-Dawson,United States,11-50,2025-08-15,Meta Ads,False
947,Foster-Williams,United Kingdom,,2023-08-03,Referral,False
948,Green-Ewing,India,11-50,2024-04-16,Google Ads,False
949,Crane Group,Australia,,2024-02-25,,False
950,"Adkins, Wright and Murray",United States,1-10,2023-10-19,Google Ads,False
951,Martinez Inc,Canada,1-10,2024-02-10,Google Ads,True
952,Parks-Pace,United States,,2023-12-27,Direct,False
953,Aguilar LLC,India,201-1000,2024-11-24,Meta Ads,False
954,Johnson Inc,Canada,1-10,2023-05-14,Referral,False
955,Orr Group,India,,2025-05-29,Google Ads,False
956,Davis LLC,Australia,1-10,2023-01-11,Google Ads,True
957,Williams Group,United States,51-200,2025-08-21,Organic Search,False
958,Jackson PLC,United Kingdom,1-10,2024-02-01,Meta Ads,True
959,Underwood-Foster,United Kingdom,1-10,2023-03-16,Referral,False
960,Reyes Group,United States,201-1000,2023-11-18,Meta Ads,False
961,Gomez and Sons,United States,11-50,2024-04-16,LinkedIn Ads,False
962,Ramirez-Stephenson,United Kingdom,1-10,2025-10-15,Meta Ads,False
963,Mendez PLC,United States,51-200,2024-08-26,LinkedIn Ads,False
964,Holland Group,United States,1-10,2025-01-07,Google Ads,False
965,Andrade-Mendoza,India,1-10,2024-07-16,Organic Search,False
966,Ramirez and Sons,United States,51-200,2024-07-31,Referral,False
967,Gonzalez-Wilkerson,United Kingdom,1-10,2025-03-25,Organic Search,False
968,"Wright, Mcknight and Stephens",India,51-200,2024-11-28,Meta Ads,False
969,Mayo Ltd,United States,11-50,2023-03-03,Organic Search,False
970,Castillo-Harrington,United Kingdom,1-10,2024-11-26,LinkedIn Ads,False
971,Durham-Shaw,United States,201-1000,2023-07-03,Google Ads,True
972,Nelson-Johnson,Canada,1-10,2025-11-03,Meta Ads,True
973,"Robinson, Huang and Osborne",India,1-10,2023-10-07,Organic Search,True
974,Stokes Group,United States,201-1000,2023-05-23,Meta Ads,False
975,"Howard, Silva and Hall",United Kingdom,1-10,2025-11-27,Meta Ads,False
976,Garcia Ltd,United States,51-200,2025-09-06,Meta Ads,True
977,Adams Ltd,United States,11-50,2023-11-22,Direct,False
978,Gallagher and Sons,United States,11-50,2023-10-20,Referral,False
979,"Bradford, Salinas and Kelly",Canada,11-50,2025-07-31,Google Ads,False
980,Thompson PLC,United States,11-50,2025-11-03,Referral,True
981,Drake-Wolfe,United Kingdom,11-50,2023-07-15,Direct,False
982,"Johnson, Haynes and Meza",Australia,51-200,2024-08-20,Google Ads,False
983,"Thomas, Vaughan and Copeland",United Kingdom,1-10,2025-01-25,Google Ads,False
984,Weaver-Thompson,United States,1-10,2025-02-11,Google Ads,True
985,"Robinson, Fox and Smith",United States,11-50,2024-02-03,Google Ads,False
986,"Harris, Anderson and Love",India,11-50,2025-09-19,Google Ads,False
987,Brown-Hernandez,United States,1-10,2023-11-27,Google Ads,False
988,"Stark, Schroeder and Mathis",United States,1-10,2024-07-13,,False
989,Yu-Brooks,United Kingdom,11-50,2025-12-06,Organic Search,False
990,"Foster, Garcia and Turner",United Kingdom,51-200,2023-04-10,Referral,True
991,Daugherty Ltd,United States,1-10,2025-05-13,Google Ads,False
992,Conner-Yu,United States,51-200,2023-12-10,Google Ads,False
993,"Stewart, Mann and Hoffman",United Kingdom,201-1000,2024-02-29,Meta Ads,False
994,"Buchanan, Walker and Chapman",United States,11-50,2023-01-31,Meta Ads,False
995,Gray Ltd,India,1-10,2025-01-25,Referral,False
996,"Phillips, Thompson and Smith",Canada,1-10,2023-12-18,Google Ads,False
997,"Fry, Myers and Gamble",India,1-10,2023-09-30,Organic Search,False
998,"Johnson, Guzman and Mccall",United States,11-50,2025-07-08,Organic Search,False
999,"Walker, Cunningham and Zuniga",United States,1-10,2024-09-24,,False
1000,Reed LLC,United States,,2024-02-18,Google Ads,False
1001,Fields Inc,India,1-10,2023-02-10,Organic Search,True
1002,"Santiago, Daniel and Rogers",India,1-10,2023-02-18,Organic Search,False
1003,"Jones, Scott and Rodriguez",Canada,11-50,2024-03-31,Meta Ads,False
1004,"Barnes, Jackson and Gutierrez",United States,1000+,2023-05-24,Google Ads,False
1005,Bell-Bennett,United States,11-50,2024-04-28,LinkedIn Ads,False
1006,Kramer-Lane,United States,1-10,2024-05-24,Organic Search,False
1007,"Perez, Hayes and Lloyd",United States,11-50,2025-03-26,LinkedIn Ads,False
1008,Phillips LLC,India,51-200,2023-02-10,LinkedIn Ads,False
1009,Lynn-Jones,United Kingdom,1-10,2023-12-26,LinkedIn Ads,False
1010,Barron and Sons,United States,,2025-08-19,Direct,False
1011,"Jones, Mcmahon and Spence",United Kingdom,1000+,2025-03-19,Meta Ads,False
1012,Wheeler-Austin,United Kingdom,11-50,2023-09-12,Organic Search,False
1013,Bush-Reynolds,India,11-50,2024-12-14,LinkedIn Ads,False
1014,"Martin, Preston and Moore",Canada,11-50,2024-05-11,Direct,False
1015,Rivera and Sons,India,1-10,2023-10-30,LinkedIn Ads,False
1016,Terry-Bowen,United States,11-50,2025-02-26,Organic Search,False
1017,"Fernandez, Guerrero and Evans",Australia,1-10,2025-05-24,Meta Ads,False
1018,"Larsen, Hernandez and Ward",United Kingdom,1-10,2023-07-02,Organic Search,False
1019,Miller-Colon,India,51-200,2025-03-26,Google Ads,False
1020,"Greene, Gonzalez and Johnson",United States,11-50,2025-12-11,Meta Ads,True
1021,Little Inc,India,1-10,2025-09-23,Direct,False
1022,Anthony-Parker,United States,1-10,2024-01-28,Direct,False
1023,Ruiz-Jacobson,Australia,1-10,2023-06-13,Meta Ads,False
1024,Davis-Stephens,United Kingdom,,2023-01-20,Referral,False
1025,Watson Group,United States,11-50,2025-08-02,Direct,True
1026,Lopez-Williams,India,1-10,2025-05-29,Organic Search,False
1027,Marshall-Perez,Canada,11-50,2025-02-14,Direct,False
1028,Elliott-Hernandez,United Kingdom,1-10,2023-10-12,Google Ads,True
1029,"Contreras, Miller and Cooper",United States,11-50,2025-11-20,Google Ads,False
1030,"Gutierrez, Avila and Perez",United States,1000+,2023-04-04,Organic Search,True
1031,Randall PLC,United Kingdom,11-50,2024-12-14,Direct,False
1032,Sheppard-Mcdaniel,India,51-200,2024-02-04,Referral,False
1033,Armstrong-Young,United States,51-200,2024-09-09,Direct,True
1034,Miller-Orr,Canada,1-10,2024-05-08,Google Ads,False
1035,"Johnson, Duncan and Black",United Kingdom,201-1000,2023-11-25,Meta Ads,False
1036,"Byrd, Oliver and Martinez",India,51-200,2023-09-10,Direct,False
1037,Thompson-Joyce,Australia,11-50,2023-05-13,Meta Ads,False
1038,Stokes and Sons,India,51-200,2025-06-13,Google Ads,False
1039,Henderson Ltd,United States,11-50,2023-08-26,Google Ads,False
1040,Harris-Carson,United States,1000+,2025-03-05,Meta Ads,True
1041,Flowers LLC,United Kingdom,11-50,2023-08-07,LinkedIn Ads,False
1042,Bartlett-Sloan,Australia,1-10,2025-07-22,Meta Ads,False
1043,Miller PLC,United Kingdom,1000+,2025-10-25,Google Ads,False
1044,Arnold-Gates,India,,2025-10-10,Direct,True
1045,"Ellis, Marks and Buchanan",Australia,51-200,2024-05-04,Google Ads,True
1046,"Matthews, Harrington and Rodriguez",India,1000+,2023-11-23,LinkedIn Ads,False
1047,"Chang, Ayers and Buckley",India,11-50,2023-05-28,Meta Ads,False
1048,"Chan, Floyd and Dillon",United States,51-200,2023-04-21,Organic Search,False
1049,Humphrey-Baker,United Kingdom,201-1000,2024-08-19,Google Ads,False
1050,"Washington, Lynch and Johnson",United States,11-50,2023-10-30,Direct,False
1051,Powell-Montgomery,United States,201-1000,2024-03-01,Google Ads,True
1052,"Steele, Williams and Preston",Canada,1-10,2024-05-16,Google Ads,False
1053,Vaughn-Williams,India,51-200,2023-03-07,Referral,True
1054,Mccall-Prince,United States,1-10,2023-08-27,LinkedIn Ads,False
1055,Morgan LLC,United Kingdom,51-200,2024-07-14,Google Ads,False
1056,Ramirez-Vasquez,United States,1-10,2023-07-23,Organic Search,False
1057,"Cohen, Compton and Perez",Australia,11-50,2025-03-17,LinkedIn Ads,False
1058,Mccann-Ramos,India,1-10,2023-08-29,Organic Search,False
1059,Adams-Butler,United States,51-200,2024-02-27,Google Ads,False
1060,"Davis, Alexander and Mcintyre",Canada,1000+,2025-01-14,Google Ads,False
1061,Figueroa-Malone,United States,11-50,2025-12-29,Organic Search,False
1062,Nicholson-Robertson,India,,2024-03-05,,True
1063,Jones Ltd,United States,11-50,2023-02-10,Google Ads,True
1064,"Powell, Deleon and Warren",United States,11-50,2024-06-17,Direct,False
1065,"Johnson, Lee and Whitaker",India,11-50,2023-10-21,Google Ads,False
1066,Wright Group,India,11-50,2025-11-13,LinkedIn Ads,False
1067,Hull Ltd,United States,1-10,2023-06-08,LinkedIn Ads,False
1068,Hill Group,India,51-200,2024-11-14,Google Ads,False
1069,"Sanders, Leblanc and Maldonado",United States,1000+,2025-02-14,Referral,False
1070,Watson PLC,United Kingdom,11-50,2023-07-15,Organic Search,False
1071,Thompson-Harrell,Australia,201-1000,2024-10-13,Meta Ads,False
1072,"Arnold, Cooper and Monroe",United Kingdom,1-10,2024-06-14,LinkedIn Ads,False
1073,Curry-Barker,United Kingdom,201-1000,2023-04-19,Organic Search,False
1074,Johnson-Williams,India,1000+,2025-06-17,Referral,False
1075,"Chan, Lewis and Walker",United Kingdom,11-50,2024-09-17,Google Ads,False
1076,Byrd LLC,India,,2024-06-05,Google Ads,True
1077,"Ortiz, Smith and Deleon",Australia,51-200,2025-05-18,Direct,False
1078,"Smith, Buck and Holland",United Kingdom,51-200,2023-01-15,Organic Search,False
1079,"Owen, Walker and Franklin",India,201-1000,2025-12-08,Google Ads,False
1080,Marquez-Fletcher,Canada,11-50,2025-10-11,Meta Ads,True
1081,Coleman-Bennett,Australia,1-10,2024-08-17,Meta Ads,False
1082,Stevens-Robinson,United States,51-200,2025-11-21,Google Ads,False
1083,Byrd-Holloway,United States,,2025-07-31,Meta Ads,False
1084,Silva-Smith,United Kingdom,11-50,2023-07-27,Google Ads,False
1085,"Levy, Franco and Hoffman",United States,1-10,2023-01-15,Organic Search,False
1086,"Lynch, Evans and Rodriguez",United States,1-10,2024-07-05,LinkedIn Ads,False
1087,Rogers LLC,India,201-1000,2025-01-05,Organic Search,True
1088,"Nguyen, Hill and Douglas",United States,1-10,2023-03-06,Google Ads,False
1089,"Evans, Hernandez and Cannon",United States,51-200,2025-11-10,Organic Search,True
1090,Trujillo PLC,United Kingdom,,2023-09-27,Google Ads,False
1091,Guerrero-Becker,India,51-200,2023-04-17,Meta Ads,False
1092,"Johnson, Jimenez and Phillips",United Kingdom,1-10,2025-09-22,LinkedIn Ads,False
1093,Sullivan-Doyle,United States,1000+,2024-06-23,Google Ads,False
1094,"Erickson, Armstrong and Lee",India,1-10,2024-01-07,Referral,False
1095,"Reeves, Parks and Little",United States,1000+,2024-07-14,Direct,False
1096,Knox-Powers,Australia,11-50,2025-04-14,Organic Search,False
1097,"Evans, Jackson and Sandoval",United Kingdom,1-10,2023-04-16,Meta Ads,False
1098,"White, Davis and Anderson",United States,1-10,2024-08-01,Google Ads,True
1099,Hardy-Hansen,United States,1-10,2025-06-01,Direct,False
1100,Arroyo LLC,India,1-10,2023-09-24,Organic Search,False
1101,"Davis, Kelly and Garner",United States,11-50,2024-03-06,Google Ads,False
1102,Fisher-Eaton,United States,51-200,2024-01-31,Direct,False
1103,Green-Carter,United States,11-50,2024-02-18,Google Ads,False
1104,"Carpenter, Oliver and Kennedy",Australia,201-1000,2024-12-12,LinkedIn Ads,False
1105,Mason Ltd,United Kingdom,11-50,2023-12-08,,False
1106,Moreno-Gutierrez,India,51-200,2024-01-25,Meta Ads,False
1107,Ortiz-Hudson,United States,11-50,2025-03-10,Meta Ads,True
1108,Thomas-Huffman,United Kingdom,11-50,2025-11-16,Organic Search,False
1109,Maxwell Group,United States,1-10,2023-09-01,,True
1110,Welch-Thompson,Canada,1-10,2023-09-30,Referral,False
1111,"Brown, Hayes and Clark",United Kingdom,11-50,2024-12-12,Direct,False
1112,Johnston and Sons,India,1-10,2024-08-26,Google Ads,False
1113,Glover-Chan,India,1-10,2023-12-28,Google Ads,False
1114,Mendez Ltd,India,201-1000,2025-02-21,Meta Ads,False
1115,Powell-Sanford,Australia,1-10,2024-10-26,Organic Search,False
1116,Smith-Ferguson,United Kingdom,1-10,2025-01-24,LinkedIn Ads,False
1117,"Watson, Smith and Morris",United States,11-50,2024-05-01,Google Ads,True
1118,"Lee, Rhodes and Sims",India,1-10,2023-05-23,LinkedIn Ads,False
1119,Perez LLC,United States,,2023-01-25,Meta Ads,False
1120,Anderson-Reyes,United States,,2024-07-02,Organic Search,False
1121,"Torres, Brown and Williams",United Kingdom,1-10,2023-06-24,LinkedIn Ads,False
1122,Bryant-Meyer,United States,1-10,2023-11-13,LinkedIn Ads,False
1123,"Morgan, Barron and Cowan",Australia,1-10,2024-08-30,,False
1124,Ferrell-Henry,United States,1-10,2025-02-28,Organic Search,False
1125,Martin Group,India,11-50,2023-08-19,Direct,False
1126,Perez Ltd,United States,11-50,2023-08-31,,False
1127,Clark Inc,United States,51-200,2024-01-07,Google Ads,False
1128,"Wagner, Martinez and Dawson",United States,201-1000,2024-07-09,Organic Search,False
1129,Brooks Ltd,India,1-10,2023-10-28,Meta Ads,False
1130,Wise-Dean,Australia,1000+,2025-05-25,Meta Ads,False
1131,"Vang, Stanley and Valdez",India,11-50,2024-10-15,LinkedIn Ads,False
1132,Wallace-Martinez,United States,11-50,2025-02-23,LinkedIn Ads,False
1133,Wells-Hernandez,United States,11-50,2025-12-15,Organic Search,False
1134,"Jennings, Smith and Fisher",United States,11-50,2023-02-05,LinkedIn Ads,False
1135,Bates LLC,United States,11-50,2024-08-26,Referral,False
1136,"Obrien, Taylor and Rivas",United States,51-200,2023-04-25,Google Ads,False
1137,Hunt PLC,India,1-10,2025-01-31,Google Ads,False
1138,Campbell Inc,United States,1-10,2023-10-17,Google Ads,False
1139,Gonzalez-Gonzalez,India,51-200,2023-10-14,Organic Search,False
1140,Decker-Dudley,United Kingdom,1-10,2024-08-10,Google Ads,True
1141,Warner-Phillips,United Kingdom,51-200,2025-03-22,Organic Search,False
1142,Kelley and Sons,Canada,11-50,2024-04-10,Google Ads,True
1143,"Fitzpatrick, Rivera and Smith",India,1-10,2023-04-25,Google Ads,False
1144,"Davis, Rodriguez and Andrews",Australia,1-10,2025-09-04,Organic Search,False
1145,Hernandez-Davis,India,1-10,2024-07-06,Google Ads,False
1146,"Jones, Cummings and Conway",United States,1-10,2023-08-07,Organic Search,True
1147,"Hall, Hinton and Phillips",India,1-10,2024-07-05,Direct,True
1148,Williams-Li,United States,201-1000,2023-10-07,Google Ads,True
1149,Phelps LLC,United Kingdom,51-200,2025-11-03,Direct,True
1150,"Edwards, Rodgers and Davis",Australia,,2023-07-26,Referral,False
1151,"Holland, Murphy and Kline",United Kingdom,1-10,2024-08-17,Organic Search,False
1152,"Adams, Quinn and Watson",Australia,51-200,2023-10-16,Google Ads,False
1153,White-Morales,United Kingdom,1-10,2024-11-25,,False
1154,Nelson-Cruz,United States,11-50,2023-11-09,,False
1155,Marsh-Banks,United Kingdom,1-10,2025-10-18,Meta Ads,False
1156,Wilson Ltd,United Kingdom,1-10,2023-07-02,Organic Search,False
1157,"Brown, Dunlap and Moore",India,201-1000,2023-10-15,Direct,False
1158,Pruitt-Webb,United Kingdom,11-50,2025-06-21,Referral,False
1159,"Gregory, White and James",United Kingdom,11-50,2023-03-29,Organic Search,False
1160,Carr-Huffman,United States,11-50,2024-08-18,Organic Search,False
1161,"Mcpherson, Anderson and Knapp",India,11-50,2025-08-12,LinkedIn Ads,True
1162,Clay Group,India,1-10,2025-06-06,Meta Ads,True
1163,Brown Ltd,United States,1-10,2023-08-23,Google Ads,False
1164,Smith-Oneill,United States,1-10,2025-02-17,Referral,False
1165,"Saunders, Ray and Cunningham",United States,1-10,2025-05-16,,False
1166,"Marks, Stone and Watts",United States,11-50,2025-05-09,Organic Search,False
1167,"Davis, Stanley and Wright",Australia,1000+,2024-01-12,Meta Ads,True
1168,Alvarado-Davidson,United Kingdom,11-50,2025-06-13,,False
1169,Combs PLC,United States,51-200,2024-10-25,Referral,False
1170,"Brown, Schneider and Moore",United States,11-50,2023-10-30,Meta Ads,False
1171,Christian-Booth,United Kingdom,201-1000,2025-07-11,Referral,False
1172,Walton LLC,United States,51-200,2025-05-10,Referral,True
1173,Rivera LLC,Canada,51-200,2025-01-28,Google Ads,False
1174,Hunter PLC,India,11-50,2025-07-22,Meta Ads,False
1175,"Gray, Montoya and Miller",United States,11-50,2025-07-28,Google Ads,False
1176,Solis-West,United States,51-200,2024-08-03,Direct,False
1177,West-Wilson,Australia,11-50,2023-07-03,Organic Search,False
1178,Mcgee-Smith,India,51-200,2023-08-03,Referral,True
1179,Gutierrez-Hawkins,United States,11-50,2023-12-09,Referral,True
1180,Petersen PLC,United States,11-50,2024-03-04,Meta Ads,True
1181,"Walsh, Wu and Hart",India,1-10,2025-04-29,Google Ads,False
1182,"Powers, Clements and Cox",United States,11-50,2024-05-10,Meta Ads,False
1183,Velasquez Group,Australia,1-10,2025-05-28,Organic Search,False
1184,Castro-Harvey,United Kingdom,1-10,2024-04-18,Referral,False
1185,Moran-Cox,Australia,51-200,2024-06-16,Google Ads,False
1186,Wilson-Malone,United Kingdom,11-50,2023-02-26,LinkedIn Ads,False
1187,"Brandt, Carter and Boyd",India,11-50,2025-07-18,Referral,False
1188,"Rodriguez, Prince and Vasquez",United States,51-200,2025-02-13,Organic Search,False
1189,"Newton, Ortiz and King",India,1-10,2023-07-31,Direct,False
1190,Lopez Group,Australia,11-50,2023-08-06,Meta Ads,True
1191,Bryant and Sons,India,11-50,2023-05-31,Organic Search,False
1192,"Morgan, Sherman and Williams",India,1-10,2023-11-26,Google Ads,False
1193,"Monroe, Chapman and Barton",United States,11-50,2024-12-11,Organic Search,False
1194,Ellis-Lawrence,Canada,11-50,2023-03-02,LinkedIn Ads,False
1195,"Taylor, Porter and Moreno",United States,1-10,2023-03-02,Google Ads,False
1196,Tran Group,United States,1-10,2023-08-07,Organic Search,True
1197,"Webb, Romero and Morse",United Kingdom,1-10,2024-01-31,Google Ads,False
1198,Holt and Sons,United States,51-200,2023-06-12,Direct,True
1199,"Ochoa, Garcia and Sandoval",United Kingdom,11-50,2024-10-14,Organic Search,False
1200,"Andrade, Gordon and Cruz",Australia,1-10,2025-07-09,Google Ads,False
1201,"Moon, Farmer and Hill",India,11-50,2025-12-22,Google Ads,False
1202,Waller-Chavez,United States,51-200,2024-03-16,Meta Ads,False
1203,"Tanner, Hunt and Cameron",India,1-10,2024-11-04,Organic Search,False
1204,"Valencia, Joseph and Walls",United States,1-10,2025-12-15,Organic Search,False
1205,"Robinson, Clark and Klein",United Kingdom,1-10,2025-10-06,Meta Ads,True
1206,"Reed, Chambers and Zavala",United States,1-10,2025-05-12,LinkedIn Ads,True
1207,"Hester, Thompson and Daniels",United Kingdom,11-50,2023-02-06,Referral,False
1208,"Morris, Wilson and Bell",United States,,2023-03-17,Direct,False
1209,Aguilar-Bender,United Kingdom,1-10,2024-09-08,Referral,False
1210,"Butler, Adkins and Skinner",United Kingdom,1-10,2025-03-16,Direct,False
1211,Rich-Henderson,Australia,,2023-07-30,Google Ads,False
1212,Mills Inc,Australia,1-10,2025-06-11,Google Ads,False
1213,Thomas-Santiago,Canada,,2024-06-15,Google Ads,False
1214,Adams and Sons,United States,51-200,2024-07-06,Direct,False
1215,Vega-Thomas,Australia,11-50,2025-04-26,Organic Search,False
1216,Vaughn LLC,India,51-200,2024-10-21,LinkedIn Ads,False
1217,Molina Inc,United States,51-200,2024-02-26,Google Ads,False
1218,Cervantes-Garcia,United Kingdom,11-50,2024-01-20,Meta Ads,False
1219,"Stevenson, Hancock and Newton",India,51-200,2025-07-18,Referral,False
1220,"Price, Dixon and Robles",United States,1-10,2025-11-17,LinkedIn Ads,False
1221,"Roberts, Beck and House",Canada,11-50,2023-10-29,,False
1222,Butler-French,United States,51-200,2025-09-02,LinkedIn Ads,False
1223,"Edwards, Arnold and Smith",United States,11-50,2023-11-05,LinkedIn Ads,False
1224,Harris-Melton,United States,1-10,2025-05-15,Google Ads,False
1225,Greer-Pruitt,United Kingdom,11-50,2023-04-13,,False
1226,"Mckinney, Richardson and Chapman",United Kingdom,11-50,2023-05-15,Meta Ads,False
